word,count
turke,1
transformation,1
apale,1
showres,1
faces,2
chast,2
creature,2
pray,28
strugling,1
considered,1
circumstances,1
conscience,8
body,16
assurance,2
preparations,1
whor,1
colleagued,1
assignes,2
diseas,1
sauory,1
knight,1
adams,1
addresse,1
worlds,1
vertues,1
shew,20
dust,7
rossius,1
spake,1
mischance,2
sleeping,4
monument,1
generous,3
flourishes,1
prolongs,1
vnmaske,1
sayes,6
kingly,1
crimes,3
wishes,1
slaughter,2
trifling,1
vnpolluted,1
tyrannically,1
helpes,1
gate,2
propose,2
heyre,1
blasting,1
house,4
recouery,1
sixeteene,1
instantly,1
fee,2
want,2
dirty,1
whips,2
caught,3
vntimely,1
walke,9
mountebanke,1
leanes,1
speeches,1
stole,3
art,17
epitaph,2
split,1
horsse,1
sepulcher,1
windlesses,1
spurnes,2
vntill,1
flye,4
garlands,1
kisses,3
heele,1
behind,1
blurres,1
on,131
idoll,1
catch,2
sprinkle,1
crimefull,1
hamlets,7
ope,1
warm,1
disposition,5
warres,1
aduanc,1
story,2
vigour,1
duty,8
define,1
afternoone,1
thing,25
fancy,2
prouide,1
compleat,1
mutines,1
bray,1
vnwilling,1
calue,1
pour,1
fooles,2
ayry,1
fearfull,1
necessitie,1
disclaiming,1
steals,1
answere,4
assure,1
scoene,2
imitated,1
hilts,1
diadem,2
mutes,2
recoueries,2
cou,1
moreouer,1
commencement,1
mouing,1
innocculate,1
occasions,2
wrote,2
preuent,2
stoopes,1
stately,1
eate,2
bounds,1
cracke,1
pestilence,1
smiles,1
iawes,1
pyrrhus,10
iouerney,1
quoted,1
candied,1
gets,1
flourish,4
argues,1
counter,1
sounds,1
meeting,2
noblest,1
when,51
parted,1
sconce,1
cheff,1
compounded,1
wilt,8
tricke,2
looke,31
lou,4
abstinence,1
earthly,1
behauiour,1
olde,2
fits,2
faulconers,1
worst,1
fencing,1
fearing,1
beasts,2
sterrill,1
labourer,1
capons,1
stooping,1
hang,4
ratled,1
faire,20
slow,2
election,3
mightier,1
naue,1
glow,2
touch,7
hits,3
few,3
murthers,1
fulfill,1
weeping,1
grone,1
sworne,2
faculty,2
seuen,1
batten,1
limbes,2
weede,1
lust,2
drag,1
disappointed,1
temp,1
occulted,1
vnsinnowed,1
wafts,2
farre,12
armie,1
damnable,1
pioner,1
important,1
behoue,1
paine,1
demy,1
carrion,1
going,2
lock,1
sonnet,1
thanks,1
shee,4
rise,2
excellent,11
winnowed,1
kneeles,1
don,1
actus,2
defeated,1
let,104
grand,1
host,1
bold,3
challenger,1
rebels,1
lowest,1
goes,13
fold,1
indentures,1
dayes,6
arrow,1
scornes,1
hoopes,1
heartily,3
breath,13
importunate,1
replication,1
morne,2
besmerch,1
thewes,1
kindles,1
dish,1
bearers,1
flames,1
depends,2
with,254
conuerse,1
calme,1
lt,2
spectators,1
about,19
message,1
bountie,1
loses,1
name,10
stockings,1
my,502
by,107
monstrous,1
ill,6
months,1
oppressors,1
court,4
babe,1
write,1
meet,4
select,1
crust,1
boy,3
twice,4
acted,1
falshood,1
trappings,1
windy,1
suruiuer,1
mowes,1
foul,1
leaperous,1
centinels,1
rub,2
lugge,1
angel,1
proofe,6
stones,1
speedie,1
doe,51
chamber,4
pery,1
thin,1
in,400
soultry,2
ranke,6
mischeefe,1
forth,5
vncurrant,1
lofty,1
needfull,2
grossely,1
scope,2
voyce,10
enurn,1
remaster,1
howling,1
report,5
liquid,1
vngorg,1
tether,1
primy,1
danish,6
vndertake,2
sooner,2
knocking,1
feeling,1
dispatcht,1
hazard,1
priuates,1
workes,1
space,1
secunda,2
bias,1
parchment,1
lucianus,2
busines,1
abridgements,1
enterprize,2
grownd,2
smart,1
mugger,1
vses,3
lucian,1
inquiry,1
iournies,1
issue,2
pollonius,1
purgation,1
boades,1
quilles,1
turnes,2
thinkes,5
warrant,5
comerce,1
discretion,4
naught,2
seek,1
branches,1
questionable,1
potent,2
like,80
quite,4
doome,1
grating,1
rac,1
buzze,2
augury,1
together,10
christian,6
thereon,1
griefes,1
demanded,1
kept,4
antiquity,1
consequence,4
sober,1
lost,8
hower,3
mens,3
iumpe,1
spirits,5
iudgement,10
pocket,1
wag,3
guest,2
lockt,1
treble,1
concernings,1
study,1
perseuer,1
doing,2
purse,2
faithfull,3
anticipation,1
load,1
keepes,6
puppets,1
offend,1
wildenesse,1
coronet,1
gaged,1
top,8
returneth,1
mes,3
marry,15
canker,2
treacherie,2
hold,25
filiall,1
reckon,1
confession,3
threatning,1
diuide,1
parts,1
thought,14
coppied,1
crownes,1
fame,1
companions,1
choice,1
hundred,2
hyre,1
defeats,1
beauer,1
opposition,2
pittied,1
lamound,1
bedded,1
quake,1
finger,3
purging,2
eates,1
escorted,1
marriage,6
very,49
boord,1
fretted,1
damn,5
intreaty,1
hoa,5
peering,1
are,123
tempt,3
part,18
whole,8
conueyance,1
vnprofitable,1
driuen,1
chronicles,1
looser,1
tatters,1
lender,1
grisly,1
shoulders,1
hems,1
directions,1
knowes,3
yesty,1
yonder,1
courb,1
nay,26
sute,1
larger,1
paradox,1
wayes,3
borrowed,1
obiect,1
letters,7
carbuncles,1
post,2
foile,1
sends,3
streets,1
thunder,2
garbe,1
hither,8
dost,11
recouer,3
endure,1
flints,1
mount,2
command,13
mute,1
robustious,1
throw,4
termagant,1
heauie,2
way,11
sliuer,1
natiue,4
broken,1
grunt,1
alwayes,2
nickname,1
fighting,2
sonne,20
suffer,3
poor,1
musicke,7
age,8
betters,1
at,81
friend,12
mirth,2
vnkle,4
sauagenes,1
adheres,1
tyrannous,1
sunne,3
nightly,2
angell,2
rapiers,3
got,2
fault,4
forward,1
dagger,1
stuffe,3
sinne,2
since,15
gouerne,1
dying,1
memorie,2
shriuing,1
cockle,1
scourge,2
meerely,2
writ,6
health,5
helpe,12
scapes,1
beards,1
drift,4
kingdome,5
skill,3
coynage,1
wicked,5
whereon,5
shadowes,2
amazement,2
witch,1
auoid,1
platforme,2
bosome,4
lighted,1
whence,1
we,128
dismay,1
friends,19
quaintly,1
modell,1
tetter,1
admit,2
character,2
surrender,1
casuall,1
interim,1
murtherer,1
ripe,1
winne,1
meere,3
blossomes,1
thicker,1
fatted,1
goe,17
illume,1
gyues,1
expectansie,1
ladies,4
bilboes,1
hecats,1
lonelinesse,1
turneth,1
spoakes,1
gon,1
trophies,1
cryed,1
iibes,1
combate,1
secundus,1
sollemne,1
entreatie,1
springs,1
legs,1
ieering,1
honors,1
pollax,1
wounded,2
colaterall,1
waterflie,1
nony,3
infected,1
free,11
deeds,1
messe,1
prankes,1
cal,2
foote,3
cheere,2
confederate,1
lungs,2
because,1
diuided,1
prepar,1
compulsatiue,1
dupt,1
gender,1
was,84
consider,3
view,2
watch,14
laertes,35
corruption,2
pit,3
depart,1
chaunted,1
tong,1
tanner,1
conuerted,1
runs,1
modesties,1
vnworthy,2
carue,1
while,16
timbred,1
awe,2
slaine,5
hush,1
russet,1
vnmannerly,1
naturall,5
vnbaited,1
denmarks,1
giues,7
bleeding,1
send,4
doubt,10
cut,2
paint,1
sextons,1
enuious,1
station,2
pipe,3
th,62
beautifed,1
sowing,1
dogge,2
visage,5
discord,1
hall,1
woman,7
lose,4
torrent,1
coldly,2
celebrated,1
tooke,5
eies,1
allow,1
ingenious,1
angry,1
records,1
blacke,8
fox,1
lesson,1
els,2
comutuall,1
mysterie,1
rerule,1
masse,3
fancie,1
digge,2
honying,1
forgeries,1
mistooke,1
inky,1
yonger,1
fortie,1
cliffe,1
importun,1
indite,1
praier,1
liquor,2
fortin,1
water,6
dreines,1
falling,2
twer,1
drowne,5
tempest,1
worm,1
appear,3
rare,1
saw,14
beating,3
israel,1
quantitie,3
fare,6
keene,2
before,17
lacke,5
each,11
downe,28
roughly,2
penetrable,1
sides,3
patientlie,1
safely,3
an,53
shrowding,1
schollers,2
bad,7
into,27
abilitie,1
strength,1
meats,1
stowed,1
auouch,1
loose,5
flights,1
youth,14
hedge,1
thousand,8
shooke,1
painting,1
respects,1
siz,1
amble,1
shell,1
seal,5
faction,1
knees,2
declension,1
buttons,1
extrauagant,1
suffering,1
darkest,1
passionate,2
gorge,1
violet,1
thereabout,1
goblin,1
magicke,1
maintains,1
matters,3
vnequall,1
formes,3
adores,1
whil,3
run,2
these,44
congregation,1
rashnesse,1
articles,1
strucken,1
starres,3
rage,3
impasted,1
mould,1
temperately,1
deceiued,1
hopes,1
christians,1
coarse,3
change,3
burnt,1
clowd,1
crow,1
despight,1
blankes,1
conceald,1
prima,1
hearer,1
woodcocks,1
hap,1
mend,1
dreame,5
sorrie,2
hugger,1
double,6
gyant,1
fardles,1
worme,1
spokes,1
bearing,1
locke,3
graces,2
list,6
metled,1
pleasures,2
ambitious,3
bring,12
great,19
tree,2
guard,3
magots,2
enmity,1
prythee,5
pause,3
nose,2
swallowed,1
bites,1
well,71
fall,8
madam,12
pulse,1
soyle,1
content,3
word,12
beauteous,1
recount,1
winds,1
sodaine,5
grained,1
serues,2
moods,1
harlot,1
obserue,3
wake,2
eternity,1
ostentation,1
ho,6
lawlesse,1
hyes,1
shake,3
comfort,1
hastie,1
costly,1
tis,69
twas,5
willes,1
rellish,2
elder,1
canst,2
forbeare,1
hypocrites,1
beleeued,1
eternall,2
triuiall,1
vnpacke,1
witching,1
lament,2
birds,1
sicknesse,2
cals,3
auoyd,2
meditation,1
twaine,2
likenesse,1
orbed,1
lome,2
certaintie,1
stone,2
heart,30
obseruation,1
portall,1
witnesse,1
power,8
conuert,2
moone,4
circumuent,1
serue,1
rome,1
robe,1
counsellor,1
party,1
ore,7
padling,1
moneths,2
perform,1
where,56
pleasing,1
the,993
bread,1
homage,1
vnyoake,1
morning,4
damon,1
perchance,5
desires,3
out,55
man,46
makes,16
belieue,1
lyes,2
holdst,1
touches,1
priuate,1
personall,1
pressure,1
felicitie,1
vnfledg,1
lipps,1
peruse,1
dishonour,2
shal,4
lions,1
hands,9
becomes,2
maiesticall,2
rebellious,2
impart,4
quiddits,1
goodnight,9
borne,8
compulsiue,1
pride,1
ouer,8
stickes,1
bap,3
clemencie,1
bones,4
suiting,1
curiously,1
sustaine,1
sanctity,1
gardiners,1
proclaime,2
norwey,5
wouldest,2
crab,1
lodge,1
contagious,1
sonnes,2
teeth,2
said,13
hatch,1
possesse,1
yaughan,1
popt,1
priuy,1
poet,1
already,4
fac,1
smooth,2
truely,1
termes,3
grapple,2
yours,6
beauty,3
aygre,1
glean,1
refraine,1
moment,2
pangs,1
hence,5
quicke,6
offer,4
trace,1
brest,1
weare,4
prenominate,1
counsell,3
gestures,1
bellow,1
humanity,1
encountred,1
nothings,1
ready,1
north,2
duller,1
make,54
lying,1
him,178
scull,6
staid,3
erruption,1
fought,1
leaue,27
habit,1
dwelling,1
giued,1
polonius,20
obscure,1
placed,1
bated,1
anger,1
pittious,1
vnbrac,1
hid,2
opposites,1
i,574
layes,1
superuize,1
rent,1
golden,2
wig,1
deare,9
trespasse,1
shut,1
willow,1
fight,3
combination,1
soft,8
cloathes,1
mole,1
exact,1
meanes,19
tels,1
pat,1
has,2
blaze,1
chaplesse,1
iemme,1
crie,1
minutes,1
pleasure,2
kettle,2
captaines,1
ring,4
trumpets,2
cheefely,1
hellish,1
herbe,1
mouse,3
regards,1
quit,2
vngartred,1
substance,1
pons,1
strengthen,1
index,1
garland,1
vpon,52
ducates,1
companies,1
blew,1
hillo,1
wrights,1
ghost,21
laying,2
render,1
whats,1
forc,2
heroes,1
brother,7
fathers,20
seale,2
raues,1
nasty,1
close,3
ours,2
deliberate,1
taint,1
ponderous,1
haue,178
changeling,1
so,189
cue,1
harrow,1
sprindge,1
coach,1
mercurie,1
beleeue,17
reforme,1
dyes,3
burne,2
it,419
matrons,1
carde,1
mistris,3
clo,29
others,4
yeomans,1
behinde,5
player,4
hoodman,1
inexplicable,1
louingly,1
smels,1
handsaw,1
merriment,1
arriued,1
departed,1
feature,2
flatter,2
philosophie,1
infaith,2
cauiarie,1
ene,5
thereunto,1
resemble,1
leysure,2
beast,5
prou,3
immediately,1
attendants,2
wash,2
ther,1
pratlings,1
limed,1
holding,1
winch,1
shouell,1
springes,1
repaire,2
sit,8
impatient,1
aske,2
trebble,1
true,22
foiles,1
artlesse,1
knockt,1
noyse,2
steep,1
payes,1
ordinate,1
scene,1
trouble,1
respeaking,1
stand,15
dyed,3
alarme,1
sence,3
furnish,1
sanitie,1
inuites,1
processe,3
ioyes,2
horrors,1
blowne,2
bid,6
indifferent,3
hung,1
dido,1
earnest,1
disclose,1
sancturize,1
grasse,2
shift,1
scuffling,1
sift,1
leaps,1
stuck,1
tumbled,1
nature,24
iudicious,1
distraction,2
beyond,2
clouts,1
blason,1
birch,1
rheume,1
annexment,1
dipping,1
sodainely,1
sith,1
middle,2
valiant,3
murdrous,1
akers,1
wood,1
extreamity,1
happy,3
knocke,1
coffin,1
blessing,5
maids,3
saylors,2
harping,1
scandall,1
cheerefully,2
imperiall,2
single,2
beautified,1
curd,1
plentifull,1
sauiours,1
nephewes,2
prai,1
encorps,1
contagion,2
designe,1
diuell,4
vnseene,3
coole,1
author,2
inheritance,1
red,3
nipping,1
faith,12
neglect,1
deale,1
liu,1
threaten,1
shot,4
secricie,1
moity,1
proceeding,1
purchases,1
reuolution,1
reads,1
element,1
heare,31
hallow,1
sharpe,1
gaming,3
practises,1
sighes,1
maine,3
read,3
grosse,2
stocke,1
mellow,1
proud,1
wanton,3
among,1
standing,1
womens,1
rusty,1
practice,3
request,1
dreadfully,1
wine,2
faile,1
euery,8
presence,3
invulnerable,1
bakers,1
lasting,2
beere,1
maruels,1
ophe,56
frighted,1
milke,1
paris,1
lenton,1
woer,1
truth,6
became,1
postscript,1
switzers,1
beget,1
emperor,1
illes,1
couple,1
fellowes,5
arrest,1
italian,1
charity,1
baptista,1
circumstance,6
acting,1
instances,1
pound,1
ham,337
inward,2
snow,4
speaks,1
altogether,1
accounted,1
finding,2
fretfull,1
hauocke,1
talke,2
tride,1
pursued,1
weedy,1
fitted,1
laps,1
forged,1
perillous,1
drossie,1
remembrance,3
neptunes,1
choose,4
closes,4
sweete,2
secrecie,2
grounds,1
thirty,1
iudge,3
malicious,2
contumely,1
countenance,5
stood,4
hope,7
safety,4
minde,10
battery,1
caines,1
ominous,1
dismantled,1
drink,1
residence,1
tropically,1
calumny,1
actiuely,1
backward,1
geulles,1
staffe,1
posset,1
times,7
stalled,1
pins,1
spots,1
wauing,1
fond,2
sworn,1
betweene,15
touching,3
malicho,1
feast,3
wrinkled,1
reply,2
suck,2
apparition,2
riotous,1
writers,1
recorders,1
lands,4
fret,1
arm,4
ones,3
normandy,1
cursed,4
op,1
sinners,1
malefactions,1
hunts,1
diligence,1
dexterity,1
benetted,1
force,4
quick,1
weedes,1
packet,1
shape,6
too,60
seene,20
murdering,1
beckons,1
sounded,1
builds,2
pricke,1
fauourites,1
white,4
booke,4
indeed,27
fiends,1
incensed,1
time,44
compell,1
steps,1
hart,1
villaines,1
vilde,5
fines,2
particular,5
thumbe,1
daughter,16
breeding,2
left,4
slightly,2
mocke,1
negligence,1
obseruant,1
quils,1
newtrall,1
guildenstern,2
creation,1
weaknesse,2
had,46
coozenage,1
especiall,1
l,24
trophee,1
vppon,1
dipt,1
husbands,3
diet,2
seekes,2
neerer,3
watchmen,1
toyle,1
gallant,1
obseru,1
entertainment,3
exit,18
cuplet,1
churlish,1
drunke,1
beggers,2
sallery,1
sequell,1
pettie,1
beats,1
cunning,4
confin,1
setled,1
drinke,14
common,8
vnsmirched,1
finde,13
contents,1
recame,1
vengeance,2
sterne,1
retrograde,1
presures,1
bellowed,1
wast,1
assumes,1
valentines,1
compasse,1
seed,1
exchange,2
vneffectuall,1
declines,1
were,26
off,19
soop,1
breathing,2
ratifiers,1
foe,2
remembrances,1
places,1
rendeuous,1
step,2
slings,1
his,285
animals,1
gho,9
loue,66
adaies,1
sense,5
answers,1
damned,6
potion,1
liuing,2
basenesse,1
theeues,1
disease,1
guards,1
sirs,3
beer,1
stranger,1
blunted,1
mortiz,1
sanctified,1
woo,4
remedie,1
fayl,1
repell,1
cleft,1
purpose,12
altitude,1
wisely,2
demands,2
ielly,1
thirtie,2
northerly,1
marriages,1
therein,1
conioyn,1
seated,1
hill,3
indiuidible,1
your,253
artire,1
rests,2
greeue,2
hercules,3
followed,2
case,1
loggets,1
neuer,24
dalliance,1
nation,2
miching,1
sere,1
depriu,1
speed,4
sheete,1
alijs,1
veyled,1
vlcerous,1
obey,7
scoena,1
proportions,1
makers,1
forgot,5
simples,1
disclos,2
spoke,2
piece,1
crib,1
something,12
whatsoeuer,1
blench,1
affrighted,1
reach,1
mock,3
doue,2
thunders,1
heraldry,1
thether,1
shortly,4
dominions,1
calles,1
find,3
night,38
letcherous,1
shapes,2
heauens,10
compact,1
god,26
heerein,4
translate,2
bisson,1
show,4
confound,2
wont,3
generall,6
estimation,1
doest,1
humorous,1
multitude,1
passeth,1
martiall,1
strook,1
dare,3
nimph,1
license,1
tricks,1
afterwards,1
payed,1
rate,1
whine,1
expresse,3
beware,2
scripture,2
vtter,1
tenders,3
ouercome,1
cannoneer,1
quietly,1
hauiour,1
murther,10
ingag,1
exactly,1
shaking,1
coming,1
perceiue,1
portraiture,1
loosing,1
respect,1
offends,1
anothers,1
except,1
tertia,1
exployt,1
tributary,1
vnpegge,1
someuer,1
eats,1
abhominably,1
weapon,2
ignorance,3
surge,1
polititian,1
pesant,2
female,1
drooping,1
cyclops,1
euents,1
ragges,1
iot,2
leaping,1
emulate,1
breach,1
coile,1
precepts,2
sables,1
cell,1
till,19
lowdly,1
stopping,1
seem,2
prodigall,2
volume,1
talk,1
proceeded,1
remember,12
calues,1
houres,2
thank,1
guilt,3
enuiously,1
direct,4
giuers,1
opinions,2
grinding,1
gamboll,1
implorators,1
houre,5
vnwatch,1
bare,3
offenders,1
carriage,1
nill,1
rot,1
hawke,1
diuinity,2
ye,11
seate,1
abuses,1
o,67
ne,3
barn,10
acquittance,1
fool,1
starling,1
wife,8
england,20
hearts,3
die,2
saylor,1
expostulate,1
effects,3
ten,3
tinct,1
sparke,1
westward,1
graue,15
obiects,1
iudgements,2
weepes,1
rashly,1
stoupe,1
suites,2
adam,1
remoued,1
barbary,2
canopy,1
keepe,17
lets,3
knowing,1
gibbe,1
attendant,4
iigge,2
determination,1
cheefest,1
narrow,1
indifferently,1
vnnaturall,4
hammers,1
greekes,1
couched,1
asse,4
whisper,1
place,6
ancient,1
speak,5
offences,2
carefully,1
pittie,2
march,5
marcellus,10
ease,4
healthfull,1
fill,1
bounded,1
possest,1
table,7
deceiu,1
wormes,2
errors,1
doore,4
patch,1
outragious,1
weeds,2
notes,1
long,17
highnesse,1
ducate,1
tormenting,1
twixt,2
william,1
vnimproued,1
praise,3
halt,1
gone,13
grop,1
student,1
tennis,1
distract,1
heauy,4
lot,1
knowne,7
enact,2
pitteous,1
terme,2
barbars,1
exception,1
chariest,1
marke,13
boxe,1
brought,5
rebellion,1
imbark,1
ioyntly,1
history,1
distilment,1
wold,1
vnckle,3
inhibition,1
interpret,1
moneth,2
two,22
dallying,1
fresh,1
caesar,2
patience,5
vnseale,1
strumpet,2
gauntlets,1
amities,1
garden,2
longed,1
vndoe,1
plac,2
melancholly,2
theme,1
ardure,1
tax,1
such,52
figure,4
estate,3
law,7
month,2
ambassadours,1
vnwholsome,1
girle,1
hyrcanian,1
feathers,1
squeezing,1
wherein,4
throwne,3
vnhatch,1
dye,5
parragon,1
waxe,1
sweet,22
blanke,1
battlements,1
much,43
cleaue,1
lawyer,1
gallowes,4
wholsom,1
lifted,1
amis,1
profound,2
likeliehood,1
breake,9
embrace,2
fed,1
making,5
foh,1
tythe,1
solidity,1
wants,2
precious,2
sinewes,1
garments,1
functions,1
shewne,1
desperate,5
picture,2
immortall,1
swear,1
causes,1
prison,5
hath,57
owle,1
bride,1
prey,1
pure,2
chanson,1
packing,1
hamlet,100
pearle,1
barrell,1
counterfet,1
ladiship,1
greeted,1
open,3
speakes,3
answer,9
hearke,1
lanke,1
noted,1
profoundest,1
hearers,2
rosincrance,11
complie,1
foolery,1
compelled,1
freeze,1
incestuous,4
noyance,1
possible,3
peebles,1
affections,1
tale,4
remembred,1
nor,32
fashion,8
vniuersity,1
maiesty,8
begun,4
prais,1
iuggel,1
iephta,3
fiue,1
sweare,9
machine,1
traueller,1
cicatrice,1
musick,1
reuels,1
shrewdly,1
contriuing,1
vnnaneld,1
bent,3
thither,2
image,4
bloodily,1
right,11
dozen,2
myraculous,1
crocodile,1
end,17
dry,2
mone,1
liue,15
waste,2
palme,2
fixt,3
vulcans,1
sparrow,1
stubborne,1
roasted,1
troubles,2
restore,1
path,1
sicklied,1
bastard,1
iealousie,2
home,6
arrowes,2
goodman,1
steele,3
bruite,2
loath,1
wee,20
folly,1
say,52
monarchs,1
flesh,5
rites,4
whereat,1
pinch,1
easterne,1
croaking,1
pale,8
beautie,4
hearsed,1
suffers,2
winkes,1
keep,1
tardie,1
commanded,1
neck,1
businesse,10
dirge,1
newes,11
loathsome,1
coniuration,1
new,4
hammes,1
honour,7
knowledge,1
insinuation,1
farwel,1
satisfied,1
giuing,4
guilty,5
faining,1
seruants,2
francisco,2
gentlewoman,1
exterior,1
incest,1
start,4
dull,5
conuoy,1
foolish,3
bodkin,1
turn,5
clamour,1
whiles,1
folded,1
euer,13
changed,1
ly,1
breadth,1
maid,6
marrie,1
what,211
hoo,1
maimed,1
knaue,5
grones,1
warre,2
willingly,2
dealt,1
proposer,1
detecting,1
minute,1
goodly,3
shold,1
pursue,2
nutshell,1
wholsome,5
full,10
lewdnesse,1
accord,1
minister,1
calumnious,1
huge,1
carrying,1
columbines,1
this,276
roares,1
slay,1
which,60
bels,1
drinking,1
impartment,1
theame,2
valour,1
office,1
growes,4
doomesday,2
borrower,1
pardon,9
gods,6
constantly,1
amaze,1
drabbing,1
sheep,1
masterly,1
shame,7
blest,2
same,13
waues,1
soliciting,1
smoothnesse,1
amber,1
punisht,1
prouoke,1
proceed,1
bulke,2
weazell,2
nobler,1
sheene,1
souldiers,1
ser,1
scale,2
seeke,8
flowers,3
search,1
swaggering,1
different,1
selues,12
riuer,1
themselues,5
choppine,1
hatchment,1
vnbated,1
burst,3
honor,7
yoricks,1
offall,1
fates,1
vngalled,1
mans,5
captaine,1
person,3
herald,1
hent,1
further,12
origin,1
weaker,1
vsurp,1
wheaten,1
richer,2
good,98
hardly,1
lunacies,1
thy,90
petty,1
thirties,1
dropping,1
wall,1
waxes,2
adulterate,1
violence,4
death,37
stalke,1
accidentall,1
denmark,2
impon,2
weeke,1
weary,2
twentieth,1
gauled,1
stage,4
merrie,2
spacious,1
know,71
vouch,1
selleredge,1
throwing,1
yorick,1
apprehension,2
releeued,1
there,92
perswade,1
gape,1
rest,14
laugh,6
triumph,1
lead,3
best,11
inuite,1
prompted,1
pul,1
repast,1
acte,4
plaid,2
asham,1
begins,2
heate,4
throat,2
crye,1
walkes,2
wild,2
ought,9
coward,1
hore,1
wooes,1
bout,1
weigh,3
opprest,1
shall,107
brainish,1
pitty,2
vnderstand,6
lacks,1
couch,2
complexion,2
wisest,3
footed,1
started,1
wittingly,2
wittenberg,3
flies,1
cheefe,2
credent,1
teare,3
own,2
rat,3
feede,2
holde,1
manners,1
la,2
grosser,1
bar,7
variable,2
likely,2
borrowing,1
ventiges,1
whirle,1
anckle,1
leade,1
compos,1
prepare,3
twill,4
strew,2
rapier,3
silence,5
vision,1
declining,1
first,17
conceited,1
dishes,1
boughes,1
please,11
luxury,1
peale,1
stealers,1
conuocation,1
matine,1
hearing,4
low,1
equiuocation,1
feeles,1
dismall,2
ruine,1
lyest,1
reueale,1
responsiue,1
day,25
soldiours,1
dayly,1
loe,3
argall,3
verie,11
dore,1
horridly,2
kild,1
philosophy,1
scholler,1
things,11
til,1
neere,9
shadow,3
horrid,2
soule,33
dirt,2
opposite,1
countrey,1
fey,1
may,65
haire,2
flashes,1
fore,3
audit,1
buried,6
heard,14
halfepeny,1
clutch,1
defect,1
conquest,1
poure,1
gentle,4
kissing,2
faine,3
dilated,1
frend,1
other,27
haste,2
coagulate,1
anticke,2
thicke,3
iudges,1
extent,1
deiected,1
seruant,1
warlike,4
expence,1
forty,1
lest,2
peeuish,1
test,1
cast,6
affayre,1
impious,1
dangerous,6
incorrect,1
enough,6
act,9
little,13
bait,1
prick,1
maist,1
as,205
boyes,1
absent,1
brutus,1
clowds,1
saies,3
ossa,1
rore,1
disperate,1
apparell,1
arrests,1
innouation,1
held,2
bore,4
head,26
colour,4
prophesie,2
roofe,1
browes,1
buyes,1
sticke,3
inclining,1
spundge,3
gawdie,1
frankely,2
english,1
prowd,1
folke,1
suppresse,2
volt,2
hew,2
certaine,4
crowner,1
cape,1
poem,1
besides,1
extinct,1
anon,6
rewards,2
lethe,1
poyson,9
vse,13
aunt,1
seneca,1
prating,1
followes,4
torches,1
clowne,3
deserued,1
saide,2
reason,12
hor,95
vnuallued,1
nephew,1
bene,4
infinite,3
pocky,1
wax,1
religious,1
dreadfull,3
nero,1
hauing,2
brooch,1
passing,3
confront,1
happily,2
dead,30
quiet,5
radiant,1
hee,21
planets,1
pastoricall,1
soules,5
hermony,1
mine,44
ordinance,1
skin,1
forgiuenesse,1
liest,2
