attendant,4
awhile,4
base,4
beautie,4
begun,4
bene,4
blame,4
bloud,4
bodies,4
bones,4
booke,4
bore,4
bosome,4
brow,4
cannon,4
certaine,4
chamber,4
choose,4
closes,4
colour,4
commend,4
comming,4
consequence,4
cornelius,4
count,4
court,4
cunning,4
cup,4
cursed,4
danger,4
direct,4
discretion,4
distemper,4
distracted,4
diuell,4
doore,4
dreames,4
drift,4
ease,4
extasie,4
fast,4
fault,4
fauour,4
figure,4
fingers,4
flourish,4
flye,4
followes,4
force,4
forget,4
foure,4
frame,4
gallowes,4
gentle,4
gifts,4
giuing,4
glad,4
gonzago,4
growes,4
growne,4
hang,4
hearing,4
heate,4
heauy,4
hecuba,4
heeles,4
heerein,4
hide,4
honestie,4
horrible,4
horse,4
house,4
humbly,4
idle,4
image,4
imagination,4
impart,4
incestuous,4
instant,4
ist,4
kept,4
ladies,4
lands,4
left,4
lend,4
length,4
liberty,4
lies,4
lights,4
lose,4
lou,4
maker,4
masters,4
meant,4
meet,4
meete,4
messenger,4
modestie,4
moone,4
morning,4
mortall,4
motiue,4
natiue,4
new,4
next,4
nights,4
norway,4
nunnery,4
offer,4
past,4
pate,4
player,4
priam,4
prologue,4
return,4
reynoldo,4
ring,4
rites,4
rose,4
safety,4
secret,4
seeing,4
seeming,4
shal,4
shee,4
shortly,4
shot,4
show,4
sicke,4
sings,4
sits,4
sleepes,4
sleeping,4
snow,4
spade,4
speed,4
stage,4
starre,4
start,4
stood,4
strong,4
stronger,4
tale,4
tend,4
think,4
thrice,4
thrift,4
throw,4
tragedie,4
treasure,4
trumpet,4
turne,4
twice,4
twill,4
violence,4
violent,4
visit,4
vnkle,4
vnnaturall,4
warlike,4
weare,4
weepe,4
white,4
whom,4
wide,4
wil,4
wish,4
wit,4
wonder,4
woo,4
wretched,4
yea,4
aboord,3
accident,3
actor,3
admiration,3
aduice,3
affaire,3
affliction,3
alacke,3
ambassadors,3
ambitious,3
angels,3
appeare,3
appeares,3
argall,3
argument,3
arras,3
assay,3
assume,3
bap,3
bare,3
beares,3
beating,3
beauty,3
begger,3
bend,3
bent,3
bitter,3
blesse,3
bloody,3
bold,3
bow,3
boy,3
braue,3
breefe,3
burst,3
cals,3
cap,3
carry,3
caught,3
censure,3
change,3
children,3
choyce,3
clay,3
close,3
clouds,3
clowne,3
coarse,3
confession,3
consent,3
consider,3
content,3
cosin,3
counsell,3
courtier,3
creatures,3
crimes,3
cry,3
dare,3
deepe,3
delight,3
delights,3
deny,3
desires,3
dew,3
dreadfull,3
dyed,3
dyes,3
edge,3
ee,3
effects,3
election,3
elsonower,3
encounter,3
entertainment,3
envenom,3
estate,3
exercise,3
expresse,3
faine,3
faithfull,3
falles,3
faults,3
feast,3
feed,3
fight,3
find,3
finger,3
fixt,3
flat,3
flowers,3
foolish,3
foote,3
formes,3
funerall,3
gall,3
gaming,3
gather,3
generous,3
goodly,3
greene,3
guard,3
guilt,3
hangers,3
happy,3
hard,3
heartily,3
hearts,3
heauenly,3
hercules,3
hey,3
high,3
hill,3
historicall,3
hits,3
honourable,3
hower,3
husbands,3
iephta,3
iest,3
ignorance,3
imports,3
indeede,3
indifferent,3
infinite,3
inobled,3
iudge,3
iust,3
iustly,3
killes,3
kisses,3
knowes,3
lead,3
least,3
leaues,3
lets,3
letter,3
liberall,3
liege,3
likes,3
lines,3
liued,3
liues,3
locke,3
loe,3
loued,3
louing,3
maids,3
maine,3
manet,3
married,3
masse,3
matters,3
meere,3
mens,3
ment,3
mes,3
mistris,3
mock,3
mountaine,3
mouse,3
murder,3
ne,3
neede,3
neerer,3
nony,3
norman,3
obserue,3
oddes,3
offended,3
ones,3
open,3
order,3
outward,3
pace,3
passing,3
pastorall,3
patient,3
pause,3
pay,3
person,3
pipe,3
pit,3
possible,3
practice,3
praise,3
prepare,3
presence,3
present,3
priest,3
prince,3
processe,3
property,3
prou,3
proue,3
quality,3
quantitie,3
rage,3
rapier,3
rapiers,3
rash,3
rat,3
read,3
receiu,3
recouer,3
red,3
remaines,3
remembrance,3
repent,3
reueng,3
rich,3
rosincrane,3
royall,3
safely,3
saies,3
saile,3
salt,3
sate,3
scena,3
sence,3
sends,3
shadow,3
shake,3
sides,3
sirs,3
sixe,3
skill,3
smiling,3
soldiers,3
sore,3
soueraigne,3
speakes,3
speciall,3
spring,3
spundge,3
staid,3
stands,3
starres,3
steele,3
sticke,3
stirre,3
stole,3
straight,3
strooke,3
stuffe,3
subiect,3
suffer,3
sun,3
sunne,3
tables,3
tame,3
tane,3
teare,3
tempt,3
tender,3
tenders,3
termes,3
thicke,3
thinking,3
third,3
throwne,3
touching,3
valiant,3
vice,3
visitation,3
vnckle,3
vncle,3
vnderstanding,3
vnfold,3
vnlesse,3
vnseene,3
voltemand,3
vouchsafe,3
vses,3
wag,3
wanton,3
wayes,3
wed,3
weigh,3
wheele,3
wherefore,3
whil,3
wisest,3
withdraw,3
wittenberg,3
wont,3
worse,3
wretch,3
absurd,2
accent,2
according,2
actors,2
acts,2
actus,2
admit,2
aduancement,2
ah,2
aint,2
ake,2
allowance,2
allowed,2
aloofe,2
alwayes,2
amazement,2
angell,2
anticke,2
ape,2
apparition,2
apprehension,2
apt,2
armour,2
arrant,2
arrowes,2
aske,2
asking,2
assignes,2
assistant,2
assur,2
assurance,2
attendants,2
auoyd,2
author,2
awake,2
awe,2
axe,2
aye,2
baby,2
back,2
bak,2
barbary,2
baser,2
basket,2
beasts,2
beggers,2
begins,2
beguile,2
belike,2
bell,2
beware,2
bird,2
birth,2
blast,2
blasted,2
blest,2
blow,2
blowes,2
blowne,2
blush,2
bodie,2
bonds,2
breathing,2
breed,2
breeding,2
briefe,2
broad,2
broke,2
brooke,2
bruite,2
builds,2
bulke,2
burne,2
burnes,2
burning,2
buzze,2
byrlady,2
caesar,2
cal,2
camell,2
canker,2
capeable,2
capitall,2
carpenter,2
catch,2
cease,2
celestiall,2
cerimony,2
chance,2
chappell,2
character,2
charitable,2
chast,2
cheefe,2
cheeke,2
cheere,2
cheerefully,2
childe,2
choller,2
church,2
city,2
closset,2
clown,2
clownes,2
coldly,2
collected,2
collection,2
com,2
comedie,2
comicall,2
complexion,2
confine,2
confound,2
coniure,2
contagion,2
contriue,2
conuert,2
corruption,2
cost,2
couch,2
countries,2
country,2
courtiers,2
crack,2
craft,2
creature,2
crew,2
cried,2
crosse,2
cruell,2
currants,2
cut,2
daggers,2
dar,2
de,2
deede,2
defence,2
defend,2
delay,2
demand,2
demands,2
denmark,2
depends,2
desart,2
destroy,2
diadem,2
die,2
diet,2
digge,2
dignity,2
dirt,2
disclos,2
dishonour,2
dismall,2
dispatch,2
distraction,2
distrust,2
diuel,2
diuinity,2
dogge,2
doomesday,2
doores,2
doubtfull,2
doue,2
dozen,2
drawes,2
drinkes,2
driue,2
drumme,2
dry,2
easinesse,2
eate,2
els,2
em,2
embrace,2
enact,2
ends,2
enemies,2
enemy,2
enterprize,2
epitaph,2
equall,2
escape,2
eternall,2
euill,2
excellence,2
exchange,2
expell,2
faces,2
faculty,2
falling,2
falne,2
fals,2
fancy,2
fantasie,2
fares,2
fate,2
fauours,2
feature,2
fee,2
feede,2
fellowship,2
fetch,2
fiery,2
fighting,2
findes,2
finding,2
fines,2
fishmonger,2
fits,2
flame,2
flaming,2
flatter,2
foe,2
followed,2
fond,2
fooles,2
foot,2
forbid,2
forc,2
forehead,2
forgiue,2
francisco,2
frankely,2
friendship,2
fro,2
fye,2
galls,2
garden,2
gate,2
gent,2
glasse,2
glow,2
going,2
golden,2
graces,2
grapple,2
grasse,2
greefes,2
greeue,2
griefe,2
grosse,2
grownd,2
guest,2
guildenstern,2
guts,2
habite,2
haire,2
haply,2
happily,2
harsh,2
haste,2
hat,2
hauing,2
hearers,2
heares,2
heau,2
heauie,2
held,2
hew,2
hid,2
hitherto,2
hoby,2
horrid,2
horridly,2
horses,2
houres,2
houses,2
hundred,2
hurt,2
iaw,2
ice,2
iealousie,2
ifaith,2
ignorant,2
iigge,2
imperiall,2
imployment,2
impon,2
importing,2
inclination,2
infaith,2
instrument,2
intent,2
intreat,2
iot,2
ioue,2
ioyes,2
ioyne,2
ioynt,2
issue,2
iudgements,2
keene,2
kettle,2
kissing,2
knauish,2
knees,2
la,2
labour,2
laid,2
laide,2
lament,2
lap,2
larded,2
lasting,2
laying,2
leuies,2
leysure,2
liest,2
likely,2
limbes,2
liquor,2
liuing,2
lobby,2
lome,2
lookt,2
lowd,2
lt,2
lucianus,2
lungs,2
lust,2
lyes,2
magots,2
maiden,2
maiesticall,2
maiesties,2
malicious,2
mark,2
mars,2
mason,2
match,2
meerely,2
meeting,2
melancholly,2
melt,2
memorie,2
merit,2
merrie,2
method,2
mettle,2
middle,2
mighty,2
mind,2
minds,2
mirth,2
mischance,2
moment,2
moneth,2
moneths,2
month,2
morne,2
motion,2
mount,2
mountaines,2
muddy,2
murderer,2
mutes,2
naked,2
nation,2
natures,2
naught,2
necke,2
needfull,2
neglected,2
nephewes,2
neyther,2
nightly,2
north,2
nose,2
noyse,2
oath,2
obedience,2
obligation,2
obseruance,2
occasion,2
occasions,2
odde,2
offences,2
officers,2
olde,2
ophel,2
opinions,2
opposition,2
orchard,2
painted,2
paire,2
palme,2
passage,2
passionate,2
pastime,2
peculiar,2
peepe,2
persons,2
pesant,2
pestilent,2
picture,2
pious,2
pith,2
pittie,2
pitty,2
plac,2
plague,2
plaid,2
platforme,2
playing,2
pleas,2
pleasure,2
pleasures,2
plots,2
pluck,2
pluckes,2
points,2
pole,2
poleak,2
post,2
potent,2
powers,2
powres,2
poysoner,2
prayer,2
precepts,2
precious,2
pregnant,2
pretty,2
preuent,2
prisoner,2
proclaime,2
proclaimes,2
prodigall,2
profit,2
profound,2
promis,2
promise,2
pronounc,2
proper,2
prophesie,2
propose,2
prouidence,2
puh,2
pure,2
purging,2
purposes,2
purse,2
pursue,2
puts,2
quit,2
reade,2
readie,2
reading,2
rebellious,2
recorder,2
recoueries,2
region,2
rellish,2
remoue,2
rend,2
renish,2
repaire,2
reply,2
rests,2
returnes,2
rew,2
rewards,2
richer,2
rise,2
rises,2
rogue,2
roome,2
ros,2
rotten,2
roughly,2
rouse,2
rub,2
rude,2
rugged,2
rul,2
run,2
sable,2
safe,2
saide,2
saluation,2
saylors,2
scale,2
scape,2
schollers,2
scoene,2
scope,2
scourge,2
scripture,2
seale,2
seas,2
secrecie,2
secunda,2
secure,2
seekes,2
seen,2
sending,2
senselesse,2
sensible,2
serpent,2
seru,2
seruants,2
serues,2
shadowes,2
shapes,2
ship,2
shipwright,2
shooes,2
shoote,2
shuffling,2
sicknesse,2
side,2
sigh,2
signifie,2
siluer,2
single,2
sinne,2
sinnes,2
skinnes,2
slaughter,2
slightly,2
slow,2
smile,2
smooth,2
soldier,2
solemne,2
somthing,2
songs,2
sonnes,2
sooner,2
sorrie,2
sorry,2
sort,2
soultry,2
sourse,2
spoke,2
spoken,2
sport,2
spred,2
spurnes,2
station,2
step,2
sting,2
stone,2
story,2
strangely,2
strew,2
strike,2
strumpet,2
succession,2
suck,2
suffers,2
suite,2
suites,2
supper,2
suppresse,2
swearing,2
sweat,2
sweete,2
swift,2
sworne,2
taken,2
talke,2
tearmes,2
tedious,2
teeth,2
terme,2
theame,2
thirtie,2
thither,2
throat,2
throate,2
throne,2
thunder,2
toe,2
tongues,2
toy,2
trade,2
tragicall,2
traile,2
translate,2
treacherie,2
treacherous,2
tree,2
tremble,2
tribute,2
tricke,2
trickes,2
troubles,2
truant,2
trumpets,2
tryall,2
tune,2
turnes,2
tush,2
twaine,2
twenty,2
twixt,2
ue,2
vantage,2
variable,2
vengeance,2
venome,2
view,2
violets,2
vnction,2
vndertake,2
vnion,2
vnworthy,2
voice,2
volt,2
voltumand,2
vouchers,2
vow,2
voyage,2
vulgar,2
wafts,2
wait,2
wake,2
walkes,2
want,2
wants,2
warre,2
wary,2
wash,2
waste,2
waxes,2
weake,2
weaknesse,2
weapon,2
weary,2
weazell,2
weeds,2
wel,2
whale,2
whips,2
wild,2
wilde,2
wildely,2
willing,2
willingly,2
win,2
windes,2
wine,2
wings,2
wipe,2
wise,2
wisely,2
witchcraft,2
wittingly,2
wonderfull,2
wondrous,2
wonted,2
working,2
wormes,2
wormwood,2
wouldest,2
wounded,2
wrote,2
yeares,2
abhominably,1
abhorred,1
abilitie,1
abridgements,1
abroad,1
absent,1
absolute,1
abstinence,1
abstracts,1
abus,1
abuse,1
abuses,1
accepts,1
accesse,1
accidentall,1
accord,1
account,1
accounted,1
accurst,1
accuse,1
acquaint,1
acquire,1
acquittance,1
acted,1
acting,1
actions,1
actiuely,1
adaies,1
adam,1
adams,1
addicted,1
addition,1
addresse,1
adheres,1
adieu,1
adiew,1
adioyn,1
admirable,1
admittance,1
adoption,1
adores,1
aduanc,1
aduantage,1
aduenturous,1
aduise,1
adulterate,1
aeneas,1
afarre,1
affaires,1
affayre,1
affear,1
affectation,1
affections,1
afflict,1
affraide,1
affrighted,1
affront,1
afternoone,1
ago,1
agreeing,1
akers,1
al,1
