mans,3,5,""
mantle,2,1,13
march,12,5,5
marching,2,1,""
marcus,5,"",3
mark,14,2,38
marke,20,13,""
market,5,"",7
marr,1,"",""
marriage,1,6,19
marrie,1,1,""
married,2,3,30
marry,2,15,22
mart,1,1,1
maske,1,"",""
masker,1,"",""
master,11,"",181
masters,4,4,22
matter,10,26,80
matters,3,3,23
may,38,65,1027
meales,1,"",""
mean,2,"",22
meane,11,12,""
meanes,9,19,""
measure,1,"",69
meate,1,"",""
mechanicall,1,"",""
meddle,1,"",6
meditates,1,"",""
meditating,1,"",""
mee,4,10,""
meeke,1,"",""
meere,1,3,""
meerely,1,2,""
meet,8,4,132
meete,10,4,""
melancholies,1,"",""
melteth,1,"",7
melting,1,"",1
memory,1,7,6
men,69,10,1677
menace,1,"",""
mend,2,1,1
mender,1,"",""
mens,2,3,""
mention,1,"",23
merrily,1,"",1
merry,2,"",28
mes,1,3,""
mess,2,"",2
messa,19,"",""
messala,25,"",""
messenger,1,4,34
messengers,1,1,79
met,3,1,45
metel,3,"",""
metellus,13,"",""
mettle,5,2,""
mid,1,"",""
mightie,2,"",""
mightier,1,1,13
mighty,12,2,284
millions,1,1,1
minde,8,10,""
minded,1,"",15
mindes,4,1,""
mine,22,44,649
mirrors,1,"",""
mirth,2,2,15
mischeefe,1,1,""
mischeefes,1,"",""
mischiefe,1,"",""
mischieuous,1,"",""
misconstrued,1,"",""
miseries,1,"",2
misgiuing,1,"",""
mistook,1,"",""
mistrust,2,"",""
mixt,1,"",1
mo,1,"",""
mock,1,3,12
mocke,1,1,""
modestie,1,4,""
modestly,1,"",""
moe,1,"",""
monarkes,1,"",""
moneths,1,2,""
money,1,1,140
monstrous,4,1,""
monwealth,1,"",""
mood,1,"",""
moone,1,4,""
moou,1,"",""
mooue,2,"",""
moreouer,2,1,""
morning,4,4,227
morrow,15,5,102
mortall,1,4,""
mortified,1,"",""
mother,3,40,320
mothers,3,6,8
motion,3,2,""
motiues,1,"",""
mou,7,"",""
moue,2,6,""
moued,1,1,""
mount,1,2,263
mountaine,1,3,""
mourn,1,1,45
mourne,1,"",""
mourning,2,1,51
mouth,3,7,423
mouthes,1,"",""
mouths,1,"",19
muffling,1,"",""
multitude,1,1,243
mur,5,"",""
murd,1,"",""
murderers,2,"",10
murellus,2,"",""
murrellus,1,"",""
murther,1,10,""
musicke,4,7,""
musing,1,"",1
mutiny,5,"",""
naked,1,2,47
name,16,10,958
names,2,"",97
napkins,1,"",""
narrow,2,1,9
natiue,1,4,""
naturall,1,5,""
nature,5,24,12
natures,1,2,""
naughty,1,"",3
nay,6,26,55
ne,3,3,""
neats,1,"",""
necessitie,1,1,""
necessities,1,"",3
necke,1,2,""
need,2,1,49
neede,3,3,""
needs,1,6,16
neere,6,9,""
neerer,1,3,""
neglect,1,1,4
neigh,1,"",""
neighbors,1,"",""
neruij,1,"",""
neuer,17,24,""
new,6,4,151
newes,4,11,""
next,2,4,60
neyther,2,2,""
nice,1,"",""
niggard,1,1,""
night,42,38,307
nights,2,4,18
nimblenesse,1,"",""
ninth,1,"",34
noble,39,16,7
nobler,1,1,""
noblest,4,1,""
nobly,1,"",""
nod,2,"",1
noise,1,7,88
north,1,2,132
northerne,1,"",""
note,6,6,3
noted,1,1,1
notice,1,"",2
now,63,92,1356
noyse,3,2,""
number,4,"",178
numbers,1,1,4
oakes,1,"",""
oath,4,2,61
oathes,1,1,""
obey,1,7,69
obiects,2,1,""
obscurely,1,"",""
obseru,1,1,""
obserue,2,3,""
obseruer,1,"",""
occupation,1,"",5
ocean,1,1,""
oct,1,"",""
octa,18,"",""
octauio,2,"",""
octauius,23,"",""
offall,1,1,""
offence,4,9,19
offences,1,2,7
offended,5,3,25
offer,6,4,236
offered,2,"",143
offering,1,"",724
office,1,1,46
officers,1,2,58
offices,1,1,5
oft,3,10,13
old,8,17,381
older,1,"",""
olympus,2,1,""
omitted,1,"",1
omnes,1,"",""
once,14,19,59
onely,9,5,""
ope,2,1,""
open,2,3,124
opening,1,"",7
opens,2,"",""
opinion,5,1,3
opinions,1,2,1
oration,1,"",1
orator,1,"",2
orchard,1,2,1
orchards,1,"",1
order,3,3,61
ordered,1,"",4
ordinance,2,1,30
ordinary,3,"",1
ore,5,7,""
ouer,9,8,""
ouercame,2,"",""
ouerthrow,1,"",""
ouerthrowne,1,1,""
outlarie,1,"",""
outward,1,3,14
owe,1,"",1
owne,11,31,""
paid,1,"",4
paines,1,"",""
painted,1,2,2
pale,2,8,2
palme,3,2,""
palter,1,"",""
paper,2,"",2
papers,1,"",""
parchment,1,1,""
pardon,10,9,16
parley,1,1,""
part,15,18,214
partake,1,"",""
parthia,1,"",""
particle,1,"",""
parting,2,"",1
partly,2,"",5
parts,3,1,64
party,1,1,""
passe,6,5,""
passion,2,11,1
passions,1,1,2
past,2,4,51
path,1,1,23
patience,6,5,34
patient,4,3,9
pause,1,3,""
pawse,1,1,""
pay,2,3,39
peace,17,10,429
pearch,1,"",""
peazants,1,"",""
peece,2,6,""
peeces,2,"",""
peepe,1,2,""
peeuish,1,1,""
pella,1,"",""
people,10,1,2143
peoples,1,"",2
perceiu,1,"",""
perceiue,5,1,""
perform,1,1,42
performance,1,1,2
perillous,1,1,""
perils,2,"",8
permission,3,"",1
person,1,3,56
personall,2,1,""
perswasion,1,"",""
petition,1,"",13
petitions,1,"",2
petty,1,1,""
phantasma,1,"",""
philippi,11,"",6
philosophy,2,1,1
physicall,1,"",""
piece,1,1,43
piercing,1,"",2
pin,2,"",3
pind,3,"",""
pindarus,12,"",""
pipes,1,"",6
pit,1,3,88
pitch,1,"",19
pitteous,1,1,""
pittifull,1,1,""
pitty,5,2,""
place,18,6,716
places,1,1,215
plague,1,2,98
plaine,2,1,""
planted,1,"",39
players,1,19,2
playes,2,1,""
ple,8,"",""
pleas,1,2,""
pleasing,1,1,6
pleasure,4,2,61
pleasures,2,2,8
plebeians,4,"",""
pledge,1,1,22
pluck,1,2,30
plucke,4,"",""
plucking,1,"",""
pluckt,3,"",1
plunged,1,"",""
pluto,1,"",""
pocket,1,1,""
poet,8,1,""
point,6,5,9
points,1,2,2
pompey,4,"",""
pompeyes,6,"",""
poor,2,1,205
poore,8,20,""
popil,2,"",""
popillius,3,"",""
por,16,"",""
porch,2,"",39
portentous,1,"",""
portents,1,"",""
portia,13,"",""
possible,1,3,15
post,1,2,11
posture,1,"",""
power,6,8,272
powers,3,2,14
powres,1,2,""
practice,2,3,""
praetors,1,"",""
praise,1,3,246
praising,1,"",10
pray,7,28,313
prayers,1,1,24
praying,1,1,20
pre,2,"",""
predictions,1,"",""
preferre,2,"",""
prepar,1,1,""
prepare,5,3,81
presage,1,"",""
presence,1,3,116
present,4,3,106
presented,1,"",18
presently,4,5,5
presents,1,"",10
presse,5,"",""
presume,1,"",2
prethee,1,"",""
pretors,1,"",""
preuaile,1,"",""
preuayl,1,"",""
preuent,4,2,""
preuention,2,"",""
prey,1,1,73
prick,1,1,""
pricke,2,1,""
prickt,2,"",""
priests,2,"",400
prima,1,1,""
primus,1,1,""
princes,2,1,273
prisoner,2,2,13
priuate,3,1,""
prize,1,1,2
proceede,1,"",""
proceeded,2,1,9
proceeding,1,1,1
proclaime,2,2,""
prodigies,2,"",""
prodigious,1,"",""
produce,1,"",1
professe,1,"",""
profession,1,1,4
progresse,1,1,""
promis,1,2,""
promise,3,2,53
proofe,3,6,""
proper,3,2,4
property,1,3,""
prophesie,1,2,""
propos,1,"",""
proscription,3,"",""
proscriptions,1,"",""
prostrate,1,"",""
protest,1,"",3
protester,1,"",""
prou,1,3,""
proud,1,1,48
prouender,1,"",""
proues,1,"",""
prouidence,1,2,""
prythee,3,5,""
pub,2,"",""
publike,3,1,""
publius,11,"",2
puisant,1,"",""
pul,1,1,4
pulling,1,"",2
pulpit,5,"",1
pulpits,1,"",""
purchase,1,"",8
pure,1,2,97
purgers,1,"",""
purpled,1,"",""
purpos,1,1,""
purpose,4,12,36
purposes,2,2,5
push,2,1,9
put,16,22,911
puts,1,2,""
putting,1,"",17
qualitie,2,"",""
quality,2,3,""
quarrell,1,1,""
quarter,1,"",8
quartered,1,"",""
quartus,1,"",1
question,3,14,14
quick,1,1,10
quicke,1,6,""
quintus,1,"",""
rabblement,1,"",""
rage,3,3,18
ragge,1,"",""
raise,2,"",59
ran,3,1,61
range,1,1,1
ranging,1,"",1
ranke,2,6,""
rankes,1,"",""
ransomes,1,"",""
rascall,1,1,""
rash,2,3,2
rated,1,"",""
rauens,1,"",""
raw,1,1,7
rawe,1,"",""
rayes,1,"",""
read,8,3,70
reade,6,2,""
reades,2,"",""
readie,1,2,""
reading,1,2,6
ready,3,1,100
reares,1,"",""
reason,7,12,71
reasons,8,1,2
rebell,1,"",""
receiu,1,3,""
receiue,3,7,""
receiued,1,"",""
receiuest,1,"",""
receyuing,1,"",""
recouer,1,3,""
recount,1,1,1
recounts,1,"",""
recreate,1,"",""
red,4,3,53
redder,1,"",""
redresse,6,"",""
reeke,1,"",""
reflection,2,"",""
refresht,1,"",""
refus,3,"",""
refuse,1,"",26
regard,3,1,30
regarded,1,"",9
regions,1,"",4
reioyce,3,"",""
reliques,1,"",""
remain,1,1,79
remaine,1,1,""
remaines,1,3,""
reme,1,"",""
remember,7,12,148
remorse,1,1,""
render,3,1,33
rendred,2,"",""
rent,1,1,66
repaire,1,2,""
repayre,1,"",""
repeale,1,"",""
repealing,1,"",""
replication,1,1,""
reply,1,2,""
report,1,5,30
repose,1,1,""
repute,1,"",""
reputed,1,"",2
request,1,1,19
resolu,5,"",""
resolution,1,1,""
resort,1,1,4
respect,7,1,34
rest,10,14,275
resting,1,"",4
rests,1,2,1
retentiue,1,"",""
retreat,1,"",""
returne,1,5,""
returning,1,"",4
reueller,1,"",""
reuels,1,1,""
reueng,2,3,""
reuenge,4,11,""
reuerence,2,"",""
reuiuing,1,"",""
rhewmy,1,"",""
rich,2,3,81
richer,1,2,1
richest,1,"",""
rid,2,"",6
ride,5,"",20
right,6,11,359
rightly,1,"",4
rime,1,"",""
ring,2,4,11
ripe,1,1,7
rise,3,2,142
rites,2,4,1
riu,2,"",""
roar,1,"",23
roares,1,1,""
roate,1,"",""
rob,1,"",8
robbers,1,"",11
robe,1,1,26
rocke,1,1,""
rogues,1,"",""
roman,14,1,5
romane,3,"",""
romans,18,"",7
rome,38,1,9
roome,5,2,""
rose,1,4,131
round,4,6,320
rous,3,"",""
rout,1,"",""
royall,2,3,""
rubbish,1,"",2
ruby,1,"",""
ruddy,1,"",4
rude,1,2,1
rudenesse,1,"",""
ruffle,1,"",""
ruines,1,"",""
rul,2,2,""
rule,2,1,66
rumor,1,"",""
run,12,2,71
runne,4,"",""
runnes,1,1,""
rushing,2,"",8
sacred,1,1,""
sacrifice,1,"",218
sacrificers,1,"",""
sad,4,"",11
safe,4,2,13
safely,1,3,21
safety,1,4,19
saide,2,2,""
sake,4,"",145
salutation,1,"",6
sar,2,"",""
sardians,1,"",""
sardis,3,"",3
sate,1,3,""
satisfaction,1,1,2
satisfie,1,"",""
satisfied,6,1,43
sauage,1,"",""
saue,3,5,""
sauing,1,"",""
saw,7,14,548
sawce,1,"",""
sawcie,1,"",""
sawcy,2,"",""
sawe,1,"",""
say,37,52,1056
sayd,1,"",""
sayer,1,"",""
sayes,9,6,""
saying,1,1,1445
sayings,1,"",31
sayst,1,"",""
scandall,1,1,""
scap,1,"",""
scarffes,1,"",""
scedule,1,"",""
scene,1,1,""
school,1,"",1
schoole,2,1,""
scoena,1,1,""
scolding,1,"",""
scope,1,2,""
scorn,1,"",16
scorning,1,"",3
scratch,1,"",""
sea,2,6,400
seal,1,5,26
seale,2,2,""
search,1,1,48
searching,1,"",5
season,1,7,56
seat,1,1,58
seate,1,1,""
second,3,10,178
secret,2,4,68
secrets,3,1,10
secundus,1,1,1
security,1,"",1
seduc,1,"",""
see,37,48,597
seeing,2,4,116
seek,1,1,244
seeke,8,8,""
seeme,5,9,""
seemes,1,8,""
seen,1,2,277
seene,8,20,""
sees,2,"",""
seest,1,"",36
seldome,1,"",""
selfe,40,68,""
sell,2,"",35
selues,11,12,""
semblance,1,"",""
senate,7,"",1
senators,7,"",1
sennet,1,"",""
sennit,1,"",""
senses,1,"",1
sensible,1,2,""
senslesse,1,"",""
sentence,1,"",11
ser,11,1,""
serpents,1,"",13
seru,2,2,""
seruant,6,1,""
seruants,1,2,""
serue,1,1,""
serues,2,2,""
seruice,1,6,""
seruile,1,"",""
set,14,22,695
setting,1,"",3
seuen,2,1,""
seuenty,2,"",""
seuerall,5,1,""
seuerally,1,"",""
sex,1,"",""
shadow,1,3,73
shadowes,1,2,""
shake,7,3,39
shakes,1,"",""
shakespeare,1,1,""
shaking,1,1,8
shallowes,1,"",""
shalt,4,5,1616
sham,2,"",""
shame,3,7,100
shape,1,6,2
shapes,1,2,1
share,1,1,1
sheath,1,"",8
shed,2,"",52
sheepe,1,1,""
shell,1,1,""
shew,15,20,228
shewes,2,7,""
shine,1,"",32
shold,1,1,""
shooes,2,2,""
shooke,1,1,""
shop,1,"",""
shores,3,"",""
shot,1,4,17
shoulder,1,1,38
shout,5,1,36
shouted,1,"",14
shouting,1,"",15
showt,1,"",""
showted,1,"",""
showting,1,"",""
showts,2,"",""
shreeking,1,"",""
shrew,1,"",""
shrewdly,1,1,""
shrieke,1,"",""
shriller,1,"",""
shrunke,1,1,""
sicke,11,4,""
sickely,1,"",""
sicken,1,"",""
sickly,1,1,1
sicknesse,5,2,""
side,5,2,442
sides,1,3,48
sighing,1,"",7
sight,4,8,333
sighted,1,"",""
sights,2,"",1
sign,1,"",76
signall,1,"",""
signe,4,"",""
signified,1,"",2
signifies,1,"",""
silence,3,5,35
silent,1,"",9
siluer,1,2,""
simple,1,1,20
sinewes,1,1,""
single,1,2,2
sinke,3,"",""
sir,23,62,12
sirra,4,"",""
sirrah,1,"",""
sirs,4,3,7
sisters,1,"",19
sit,4,8,113
sits,1,4,""
sixe,1,3,""
skie,1,"",""
skies,1,"",5
slaine,2,5,""
sland,1,"",""
slaue,1,5,""
slaues,2,1,""
slaughter,1,2,56
slay,2,1,117
slaying,1,"",7
sleeke,1,"",""
sleep,3,"",82
sleepe,9,11,""
sleepy,1,"",""
sleeue,1,"",""
slept,2,"",49
slew,2,"",196
slewe,1,"",""
slight,2,1,""
slighted,1,"",""
slip,1,"",5
slippery,1,"",3
slumber,2,"",10
smallest,1,"",2
smatch,1,"",""
smell,1,"",20
smil,1,"",""
smile,5,2,""
smiles,4,1,""
smiling,2,3,""
smoake,1,"",""
soare,1,"",""
sober,1,1,12
sodaine,3,5,""
sodainly,1,"",""
soft,2,8,8
softly,2,"",7
sold,4,"",82
soldiers,2,3,30
song,1,1,48
sonne,7,20,""
soone,3,1,""
sooth,11,"",""
soothsayer,3,"",1
sorrow,2,6,70
sorry,2,2,14
sort,3,2,21
sought,1,"",126
souldier,5,"",""
souldiers,2,1,""
soule,3,33,""
soules,5,5,""
sound,4,7,89
sounded,1,1,18
soundlesse,1,"",""
soundly,1,"",""
sounds,1,1,1
south,1,"",143
sowre,1,"",""
soyle,1,1,""
space,1,1,27
spaine,1,"",""
spake,1,1,587
spaniell,1,"",""
spare,1,"",40
sparke,1,1,""
sparkes,2,"",""
speak,6,5,513
speake,35,55,""
speakes,5,3,""
speaking,2,"",62
spectacle,2,"",1
speech,5,16,49
speeches,1,1,7
speechlesse,1,1,""
speed,2,4,11
speede,2,"",""
spirit,16,14,505
spirited,1,"",""
spirits,7,5,46
spleene,1,"",""
split,1,1,""
spoiles,1,"",""
spoke,5,2,""
sport,1,2,6
sports,1,"",""
spot,2,"",25
spouting,1,"",""
spouts,1,"",""
spoyle,2,"",""
spurne,2,"",""
spurre,3,"",""
spurres,2,"",""
squadrons,1,"",""
squeale,1,"",""
st,39,29,""
stab,4,"",""
stabb,2,"",""
stage,1,4,""
staine,1,"",""
staines,1,"",""
stake,1,1,""
stal,1,"",""
stale,1,1,""
stampt,1,"",""
stand,35,15,274
standing,1,1,55
stands,2,3,""
star,1,"",15
stare,3,"",1
stares,1,"",""
starre,1,4,""
starres,2,3,""
start,2,4,""
state,6,13,14
statillius,1,"",""
statue,5,"",""
stay,18,11,33
stayes,1,1,""
steale,2,1,""
steeds,1,"",""
steele,3,3,""
stemming,1,"",""
sterner,1,"",""
sterrile,1,"",""
still,11,18,101
sting,2,2,2
stinglesse,1,"",""
stinking,1,"",1
stirr,1,1,""
stirre,8,3,""
stole,1,3,6
stolne,1,"",""
stomacke,1,1,""
stomackes,1,"",""
stone,1,2,192
stones,3,1,178
stonie,1,"",""
stood,3,4,339
stoop,1,"",4
stoope,2,"",""
store,2,"",25
storme,1,1,""
story,1,2,2
stra,4,"",""
straight,4,3,28
straine,2,"",""
straite,1,"",""
strange,8,9,76
strato,9,"",""
strawes,1,1,""
streame,2,1,""
street,2,"",36
streete,1,"",""
streetes,3,"",""
streets,8,1,65
strength,2,1,242
strengthen,1,1,32
stretch,1,"",50
stretcht,2,1,""
strew,1,2,""
stricken,1,"",18
strife,2,1,39
strike,4,2,12
strikes,1,1,""
strings,1,1,4
striue,1,"",""
stroken,1,"",""
strokes,2,"",1
strong,10,4,255
stronger,1,4,21
strooke,2,3,""
strucke,2,"",""
strucken,1,1,""
stubborne,1,1,""
study,1,1,3
stuffe,1,3,""
subiect,1,3,""
submitting,1,"",1
subtle,1,"",""
suburbs,1,"",115
successe,3,"",""
sucke,2,"",""
sufferance,2,"",""
suffered,1,"",50
suffering,1,1,6
suffers,1,2,""
sufficeth,2,"",1
suite,5,2,""
summers,1,"",""
summes,1,"",""
sunne,3,3,""
superstitious,1,"",1
suppe,1,"",""
supper,1,2,14
supporting,1,"",""
sure,10,7,41
surest,1,"",""
surgeon,1,"",""
surly,1,"",""
sutor,2,"",""
sutors,2,"",""
swallow,1,"",23
sway,4,"",""
sweare,3,9,""
sweatie,1,"",""
sweet,3,22,108
sweetly,1,"",2
swell,3,"",4
swet,2,"",""
swim,1,"",6
swimme,1,"",""
swoonded,1,"",""
sword,13,16,424
swords,4,1,24
swore,2,"",""
swound,1,"",""
tag,1,"",""
take,23,32,874
taken,4,2,338
taking,1,"",20
tale,1,4,5
talk,1,1,24
talke,8,2,""
tane,6,3,""
taper,3,"",""
tapers,1,"",""
tapor,1,"",""
tardie,1,1,""
tarquin,1,"",""
tarry,1,"",51
tarrying,1,"",2
taste,3,"",22
taught,1,"",81
teach,1,5,108
tear,1,"",13
teare,4,3,""
teares,4,8,""
tearmes,1,2,""
teeth,3,2,50
teethes,1,"",""
tell,38,43,217
temper,4,"",1
tempest,1,1,18
tempests,1,"",""
tempt,4,3,14
tempted,1,"",25
tending,2,"",""
tent,8,"",98
tents,2,"",66
tenure,1,"",""
terrible,2,1,52
terror,2,"",29
tertius,1,"",1
testament,2,"",16
testie,1,"",""
th,6,62,""
thank,1,1,27
thanke,2,7,""
tharsus,1,"",""
thaw,1,1,""
theater,1,1,""
theatre,1,"",2
themselues,6,5,""
thewes,1,1,""
thicke,2,3,""
thigh,1,"",21
think,2,4,65
thinke,22,43,""
thinkes,4,5,""
thinking,3,3,2
third,2,3,185
thirsty,1,"",17
thirtie,1,2,""
thither,1,2,95
thorow,1,"",""
thought,7,14,81
thoughts,4,17,57
thousand,1,8,520
threat,1,"",""
threaten,1,1,1
threatning,1,1,""
threats,1,1,""
threw,1,"",6
thrice,6,4,15
thriue,2,"",""
throat,1,2,7
throng,2,"",2
throw,2,4,9
throwes,1,"",""
throwing,1,1,1
thrusting,2,"",""
thunder,6,2,19
thunders,1,1,7
tide,2,"",""
time,25,44,623
times,6,7,145
tinctures,1,"",""
tis,23,69,""
tit,5,"",""
titin,5,"",""
titinius,23,"",""
tokens,1,1,7
told,3,5,282
tongue,9,14,129
tooke,5,5,""
tops,1,"",11
torch,1,"",1
torches,1,1,3
torrent,1,1,""
touch,3,7,48
touched,1,"",49
touches,2,1,""
touching,1,3,30
toucht,1,"",""
tower,1,"",48
towres,1,"",""
toyles,1,1,""
trade,6,2,5
tradesmans,1,"",""
tragedie,2,4,""
train,1,"",3
traine,3,"",""
traitor,1,"",1
traitors,9,"",1
transformed,1,"",3
trash,3,"",""
treason,1,5,5
treasure,1,4,37
treb,4,"",""
trebonius,11,"",""
trees,1,"",157
tremble,2,2,29
trembled,1,"",21
triall,1,"",""
tributaries,1,"",4
trickes,1,2,""
tride,1,1,""
tried,1,"",20
triumph,4,1,10
triumphes,1,"",""
trod,1,"",""
troopes,2,"",""
trophees,1,"",""
trouble,3,1,110
troubled,1,"",68
troy,1,"",""
true,18,22,81
truely,2,1,""
truly,6,5,42
trust,1,"",134
truth,3,6,237
try,2,5,17
tu,1,"",""
tune,1,2,""
turn,3,5,283
turne,8,4,""
turnes,3,2,""
turning,1,"",18
tut,1,"",""
twas,3,5,""
tweene,2,1,""
twentie,1,"",""
twenty,1,2,294
twere,1,10,""
twixt,1,2,""
tyber,5,"",""
tydings,3,"",""
tyed,1,"",""
tyrannie,1,"",""
tyranny,2,"",""
tyrant,2,1,""
tyrants,2,"",""
tyred,1,"",""
valiant,6,3,32
valour,2,1,37
value,1,"",7
vanish,1,"",4
vanished,1,"",2
vanishest,1,"",""
vanquish,1,"",""
var,4,"",""
varrus,3,"",""
vaunting,1,"",""
venom,1,1,1
ventures,1,"",""
verses,2,"",""
vertue,6,13,""
vessell,1,"",""
vesture,1,"",8
vexed,1,"",22
vexeth,1,"",""
veyl,1,"",""
victorie,1,"",""
view,1,2,4
vildely,1,"",""
vile,8,1,19
villager,1,"",""
villaine,1,11,""
villaines,3,1,""
villains,1,"",""
visage,1,5,3
vision,1,1,79
visit,3,4,38
vnaccustom,1,"",""
vnassayleable,1,"",""
vnborne,1,"",""
vnbraced,2,"",""
vnder,10,5,""
vnderlings,1,"",""
vnderneath,2,"",""
vnderstood,1,"",""
vndeseruers,1,"",""
vndone,1,"",""
vnfirme,1,"",""
vnfold,2,3,""
vngentle,1,"",""
vngently,1,"",""
vnicornes,1,"",""
vniuersall,1,"",""
vnkindely,1,"",""
vnkindest,1,"",""
vnkindnesse,1,"",""
vnknowne,2,1,""
vnlesse,1,3,""
vnluckily,1,"",""
vnmeritable,1,"",""
vnnumbred,1,"",""
vnpurged,1,"",""
vnscorch,1,"",""
vnshak,1,"",""
vntill,1,1,""
vnto,14,5,""
vntouch,1,"",""
vntrod,1,"",""
vntyr,1,"",""
vol,1,"",""
volum,2,"",""
volumnius,8,"",""
voluntary,1,"",4
vouchsafe,2,3,""
vow,1,2,41
vowes,1,6,""
voyage,1,2,1
voyce,6,10,""
voyces,1,"",""
voyd,1,"",""
vp,32,36,""
vpmost,1,"",""
vpon,48,52,""
vppe,1,"",""
vpper,1,"",""
vpward,2,"",""
vrg,2,"",""
vrge,3,"",""
vse,10,13,""
vseth,1,"",""
vtmost,1,"",""
vtter,1,1,""
vtterance,2,1,""
vttered,1,1,""
vttermost,2,"",""
vulgar,1,2,""
wafter,1,"",""
wait,1,2,106
waited,1,"",35
wake,1,2,4
walk,3,"",212
walke,7,9,""
walkes,3,2,""
walking,2,"",30
walles,1,"",""
walls,1,"",66
wander,1,"",14
want,1,2,31
warie,1,"",""
warne,1,"",""
warning,1,1,8
warnings,1,"",""
warre,4,2,""
warres,1,1,""
warriours,1,"",""
wash,1,2,89
waspish,1,"",""
waste,1,2,64
wasted,1,"",16
watch,3,14,61
watchfull,1,"",""
water,1,6,396
waues,1,1,""
wauing,1,1,""
waxe,1,1,""
way,14,11,664
wayes,1,3,""
weake,6,2,""
weakenesse,1,"",""
weapons,1,1,21
weare,4,4,""
wearie,1,"",""
weary,2,2,42
wee,16,20,""
weepe,6,4,""
weeping,2,1,44
weigh,1,3,6
weighing,1,1,2
wel,2,2,""
welcome,8,16,""
well,48,71,264
wenches,1,"",""
went,6,5,1400
wept,1,"",71
wer,1,"",""
whatsoeuer,1,1,""
wheeles,1,"",""
whelped,1,"",""
wherefore,5,3,348
wherfore,1,"",""
whet,1,1,4
whil,4,3,""
whilest,1,"",""
whisper,2,1,2
whit,1,1,5
whizzing,1,"",""
who,32,42,968
whole,2,8,250
wholsome,1,5,""
whom,1,4,763
wide,1,4,15
wife,7,8,407
wil,1,4,""
wildenesse,2,1,""
will,163,149,3836
willes,1,1,""
william,1,1,""
willing,2,2,32
wilt,6,8,245
winde,4,12,""
window,2,1,16
windowes,3,"",""
winds,1,1,23
wine,5,2,231
wing,2,1,13
winne,1,1,""
winters,1,1,""
wise,4,2,247
wisedom,1,"",""
wisedome,2,5,""
wisely,4,2,14
wish,7,4,6
wisht,1,"",""
wit,1,4,22
withall,4,6,""
witnesse,2,1,""
wiues,1,"",""
woe,2,8,106
wofull,1,"",""
wolfe,1,"",""
woman,5,7,364
womanish,1,"",""
womans,1,1,""
women,3,"",182
womens,1,1,""
wonder,2,4,15
wonderfull,1,2,""
wonders,1,"",55
wont,1,3,9
wood,1,1,140
word,20,12,699
words,12,19,546
worke,10,9,""
workman,1,"",10
world,18,25,288
worldly,1,"",2
worse,4,3,26
worships,1,"",""
worst,2,1,1
worth,5,1,9
worthier,1,"",""
worthinesse,2,"",""
worthles,1,"",""
worthy,9,1,68
wound,2,"",25
wounded,1,2,35
wounds,5,"",15
wrangle,1,"",""
wrath,1,1,198
wrathfully,1,"",""
wreath,1,"",1
wretched,1,4,2
wring,1,1,3
writ,2,6,""
write,4,1,91
writings,1,"",1
wrong,20,8,26
wrongs,2,"",""
wrought,1,1,100
yawn,1,"",""
yea,4,4,340
yeare,1,5,""
yeares,2,2,""
yee,4,"",""
yeeld,3,1,""
yeelded,1,"",""
yeelds,1,"",""
yeeres,2,"",""
yes,6,5,4
yesterday,2,1,9
yesternight,1,1,3
yoake,2,"",""
yoaked,1,"",""
yong,9,8,""
young,1,9,300
youthfull,1,"",""
youths,1,"",2
