blms_id,blms_parcel,blms_loc_no,blms_loc_street,blms_dba,bldt_lic_text2,bldt_lic_text3,bldt_lic_text6,bldt_lic_text7,xcoord,ycoord,geom
15384,268350008,950,MAIN ST,CAPITAL COMMUNITY COLLEGE,FOOD - CLASS 4,,,,1021110,840688,"(41.768314742371, -72.672617573453)"
10856,239112078,295,BARBOUR ST,BURGER & PIZZA LAND,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 2,,1019759,849784,"(41.793279787079, -72.677541941653)"
14515,268351015,30,STATE HOUSE SQ,K. GHETIA SURFCITY LLC,FOOD - CLASS 3,,,,1021033,840383,"(41.767477927768, -72.672900828561)"
10890,201269034,690,ASYLUM AV,THE HARTFORD - TOWER 22,FOOD - CLASS 3,DINING ROOM,,,1016836,841987,"(41.771888992267, -72.688281266727)"
15538,136478144,1819,PARK ST,IPANEMA CAFE BAR & RESTAURANT,FOOD - CLASS 4,,,,1011191,836415,"(41.756607093033, -72.708984843778)"
10263,179411122,255,FARMINGTON AV,DUNKIN DONUTS,FOOD - CLASS 3,DONUT SHOP,SEATING CAPACITY 1,,1014543,840366,"(41.767444714533, -72.696690790166)"
16758,198214160,690,ALBANY AV,LAUNCH,FOOD - CLASS 1,,,,1016907,844570,"(41.778977298809, -72.688014197534)"
10393,269353003,777,MAIN ST,CVS PHARMACY #1183,FOOD - CLASS 1,PHARMACY,,,1020950,839637,"(41.765430901562, -72.673207505152)"
17639,223328021,1,UNION PL,CHANGO ROSA,FOOD - CLASS 4,,,,1018686,840894,"(41.76888567744, -72.681502570448)"
10818,299690001,84,AIRPORT RD,"SHORT STOP CITGO, INC.",FOOD - CLASS 2,CONVENIENCE,,,1022526,829866,"(41.738612517536, -72.667464870163)"
17840,218159132,224,CAPEN ST,JR SUPERMARKET 2,FOOD - CLASS 4,,,,1018216,847228,"(41.786268874571, -72.683207505853)"
12851,269077024,250,COLUMBUS BLVD,CT SCIENCE  CENTER,FOOD - CLASS 4,FOOD SERVICE,,,1022125,839268,"(41.764415318286, -72.668901799613)"
10246,132312115,35,ELIZABETH ST,UCONN BOOKSTORE,FOOD - CLASS 1,BOOKSTORE,,,1011573,841997,"(41.771925138435, -72.707574765277)"
10146,169014057,679,BLUE HILLS AV,NUNEZ MINI MARKET,FOOD - CLASS 1,GROCERY,,,1014769,854333,"(41.805773422826, -72.695830264162)"
14404,207644024,175,NEW BRITAIN AV,KOEPPEL CENTER,FOOD - CLASS 4,,,,1016827,831866,"(41.744114148525, -72.688340735373)"
13463,246347027,100,TRUMBULL ST,SALUTE LLC,FOOD - CLASS 4,RESTAURANT,,,1020344,839717,"(41.76565190056, -72.675428552129)"
10884,206533005,300,SUMMIT ST,THE CAVE SNACK BAR,FOOD - CLASS 3,SNACK BAR,SEATING CAPACITY 150,,1016166,831676,"(41.743594002566, -72.690763317634)"
15527,229646013,107,NEW BRITAIN AV,MAMBO LOUNGE,FOOD - CLASS 2,LOUNGE,,,1017317,832314,"(41.745342616783, -72.686544020887)"
10327,254793208,505,FRANKLIN AV,PADULA PRODUCE,FOOD - CLASS 1,PRODUCE,,,1020401,828618,"(41.735192945718, -72.675254808825)"
10127,125001001,200,BLOOMFIELD AV,UNIV. OF HARTFORD/ GENGRAS STUDENT UNION,FOOD - CLASS 4,CAFETERIA,SEATING CAPACITY 450,,1009980,850173,"(41.794364237674, -72.71340181704)"
17359,244290104,1214,MAIN ST,DUNKIN DONUTS PARK - SALSA,FOOD - CLASS 3,,,,1020655,841827,"(41.771441574375, -72.674281797024)"
10257,179320252,198,FARMINGTON AV,CARLOS SUPERMARKET,FOOD - CLASS 2,,,,1015190,840571,"(41.768006170726, -72.694318647243)"
10889,269359009,1,AMERICAN ROW,PHOENIX CAFE,FOOD - CLASS 4,CAFETERIA,,,1021817,839626,"(41.765398556406, -72.670029544942)"
10726,278812043,961,WETHERSFIELD AV,UKRAINIAN NATIONAL HOME,FOOD - CLASS 4,SOCIAL CLUB,SEATING CAPACITY 200,LIQUOR,1021996,826603,"(41.729659254059, -72.669417934699)"
10566,113476075,2027,PARK ST,GEORGE'S PIZZA,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY = 84,LIQUOR,1010149,836154,"(41.755892129169, -72.712804197775)"
15400,268351016,10,STATE HOUSE SQ,MEGA WRAPS,FOOD - CLASS 3,,,,1021372,840042,"(41.766541293702, -72.671659314372)"
10593,314693002,105,RESERVE RD,FRESHPOINT,FOOD - CLASS 1,WHOLESALE,,,1025252,833358,"(41.748187997133, -72.657463127465)"
11015,269353006,22,CENTRAL ROW,DUNKIN DONUTS,FOOD - CLASS 3,DONUT SHOP,SEATING CAPACITY 10,,1021097,839676,"(41.76553756921, -72.672668548192)"
17263,246346025,71,ASYLUM ST,THE GREENWAY MARKET,FOOD - CLASS 3,,,,1020602,840103,"(41.76671057532, -72.674481611223)"
10940,245338094,1,CIVIC CENTER PLAZA,STAND 4,FOOD - CLASS 4,SNACK BAR,SEATING CAPACITY 15000,LIQUOR,1020084,840394,"(41.767510385961, -72.676379474519)"
10267,179319046,274,FARMINGTON AV,A-1 PIZZA,FOOD - CLASS 4,RESTAURANT,,,1014252,840534,"(41.76790624029, -72.69775711523)"
15552,300817011,165,BRAINARD RD,USS CHOWDER POT IV LTD,FOOD - CLASS 4,QFO = DENNIS LONGO,QFO = SUZANNE WHITE,QFO = EILEEN M. MANNING,1024229,828579,"(41.735075979014, -72.661229936064)"
10938,245338094,1,CIVIC CENTER PLAZA,STAND 2,FOOD - CLASS 4,SNACK BAR,SEATING CAPACITY 15000,LIQUOR,1020084,840394,"(41.767510385961, -72.676379474519)"
17125,113370033,2074,PARK ST,J'S SUSHI EXPRESS,FOOD - CLASS 3,,,,1009888,836337,"(41.756394637028, -72.713760474596)"
12971,210754081,923,MAPLE AV,CHAUDHRY MART LLC,FOOD - CLASS 2,CONVENIENCE,,,1016980,828230,"(41.734135599223, -72.687789688742)"
15857,179320251,202,FARMINGTON AV,SHEENA LLC NY CHICKEN & BISCUIT,FOOD - CLASS 4,,,,1015143,840572,"(41.768008997977, -72.694490930448)"
10278,134383128,537,FARMINGTON AV,TISANE EURO ASIAN CAFE,FOOD - CLASS 4,,,,1010903,839884,"(41.766127365332, -72.710034487318)"
15467,140588002,465,FLATBUSH AV,DUNKIN DONUTS,FOOD - CLASS 3,,,,1010515,831221,"(41.742354123045, -72.711470879655)"
11079,254801200,547,FRANKLIN AV,BOSNA MARKET & NY-NY BRICK OVEN PIZZA,FOOD - CLASS 4,GROCERY,SEATING CAPACITY =,,1020461,828104,"(41.733782235337, -72.675036613856)"
10270,133314151,472,FARMINGTON AV,SAM'S FOOD STORE,FOOD - CLASS 1,CONVENIENCE,,,1011797,840317,"(41.767314455451, -72.70675668944)"
16772,268351015,30,STATE HOUSE SQ,AJAMO,FOOD - CLASS 4,,,,1021033,840383,"(41.767477927768, -72.672900828561)"
10103,240118050,136,BARBOUR ST,KARINAS GROCERY STORE,FOOD - CLASS 3,GROCERY,,,1019551,848259,"(41.789095270744, -72.678309335623)"
14487,201269034,690,ASYLUM AV,JAZZMAN CAFE,FOOD - CLASS 3,CAFE',,,1016836,841987,"(41.771888992267, -72.688281266727)"
10867,165721051,641,NEW BRITAIN AV,NEW VIEW RESTAURANT,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 12,,1012969,828035,"(41.733607450188, -72.702485340301)"
10913,136478142,1801,PARK ST,KIEN ORIENTAL MARKET,FOOD - CLASS 4,,,,1011357,836432,"(41.756653527897, -72.708376421777)"
17435,155312004,61,WOODLAND ST,BISTRO 61,FOOD - CLASS 4,,,,1013211,841929,"(41.771736164312, -72.701570193861)"
17796,231662060,850,MAPLE AV,SHELLPRO FOOD MART,FOOD - CLASS 1,,,,1017545,829134,"(41.736615306731, -72.68571721164)"
17875,204536209,637,PARK ST,OASIS CAFE,FOOD - CLASS 1,,,,1017023,836902,"(41.757933981775, -72.68760920703)"
14703,265074019,61,SAVITT WAY,XFINITY THEATRE PORTABLES,FOOD - CLASS 2,,,,1022030,845022,"(41.780206093184, -72.669230304122)"
17183,221236196,57,FAIRMOUNT ST,CINTRON GROCERY LLC,FOOD - CLASS 2,,,,1018677,844003,"(41.777417632446, -72.681526530851)"
17343,244290104,1214,MAIN ST,DUNKIN DONUTS PARK - SNO CONE 2,FOOD - CLASS 2,,,,1020655,841827,"(41.771441574375, -72.674281797024)"
10125,125001001,200,BLOOMFIELD AV,VILLAGE MARKET,FOOD - CLASS 1,,,,1009980,850173,"(41.794364237674, -72.71340181704)"
15657,252671023,341,FRANKLIN AV,451 LOUNGE,FOOD - CLASS 4,LOUNGE,,,1020133,830605,"(41.740646488321, -72.676230491153)"
11084,223328021,1,UNION PL,DUNKIN DONUTS,FOOD - CLASS 3,DONUT SHOP,,,1018686,840894,"(41.76888567744, -72.681502570448)"
15890,200264017,170,SIGOURNEY ST,BOYS & GIRLS CLUBS OF HARTFORD DAY CARE,FOOD - CLASS 2,,,,1015580,841661,"(41.770996729808, -72.692886399197)"
10299,252670067,329,FRANKLIN AV,MOZZICATO BAKERY PASTRY,FOOD - CLASS 3,BAKERY,,,1020109,830748,"(41.741038978296, -72.676317983973)"
17023,230660177,736,MAPLE AV,MINI MART LLC,FOOD - CLASS 1,,,,1017962,830288,"(41.739781360616, -72.684186154308)"
10052,175193031,1329,ALBANY AV,BLUE HILLS CAFE,FOOD - CLASS 2,CAFE',SEATING CAPACITY 2,LIQUOR,1014016,845968,"(41.782818985447, -72.698610363648)"
14836,159480012,1585,PARK ST,ROSA'S CAFE,FOOD - CLASS 2,CAFE',,LIQUOR,1012328,836688,"(41.75735472588, -72.704817201892)"
10313,253685247,422,FRANKLIN AV,"MODERN PASTRY SHOP, INC.",FOOD - CLASS 3,BAKERY,SEATING CAPACITY 9,,1020404,829688,"(41.738129333659, -72.675240425792)"
17354,244290104,1214,MAIN ST,DUNKIN DONUTS PARK - HAND DIP ICE CREAM,FOOD - CLASS 2,,,,1020655,841827,"(41.771441574375, -72.674281797024)"
13664,134383127,527,FARMINGTON AV,AMIGO MARKET & DELI,FOOD - CLASS 2,,,,1011002,839891,"(41.766146448996, -72.709671585274)"
10066,200263040,99,ASHLEY ST,SIGOURNEY MARKET,FOOD - CLASS 3,GROCERY,,,1015955,842812,"(41.774154696897, -72.691508858387)"
10596,314693002,101,RESERVE RD,CAPITOL SAUSAGE & PROVISION,FOOD - CLASS 2,WHOLESALE,,,1025252,833358,"(41.748187997133, -72.657463127465)"
10626,254789213,110,SOUTH ST,MARTINEZ MINI MARKET,FOOD - CLASS 2,GROCERY,,,1020293,828748,"(41.735549959933, -72.675650088466)"
10514,248450037,158,PARK ST,EL COMERIO RESTAURANT LLC,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 31,,1019448,836775,"(41.757580310764, -72.67872175737)"
17708,134387196,495,FARMINGTON AV,WEST END PIZZA,FOOD - CLASS 3,,,,1011426,839950,"(41.766307807402, -72.708117285697)"
10580,245345120,103,PRATT ST,THE RUSSELL,FOOD - CLASS 4,,,,1020363,840393,"(41.767506984842, -72.675356766882)"
10722,278811070,901,WETHERSFIELD AV,COSTA DEL SOL RESTAURANT,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 140,LIQUOR,1021816,827151,"(41.73116358779, -72.670075505023)"
10728,165617218,302,WHITE ST,LOYAL ORDER OF MOOSE #723,FOOD - CLASS 4,PRIVATE CLUB,SEATING CAPACITY 100,LIQUOR,1013733,828296,"(41.734322524173, -72.699685709013)"
10283,246348766,755,MAIN ST,TAKE FIVE LLC,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 100,,1020795,839639,"(41.765436767618, -72.673775652948)"
15891,251676168,182,FRANKLIN AV,EL SANDWICHON,FOOD - CLASS 3,,,,1020018,832668,"(41.746308226899, -72.676645446967)"
15739,247454132,427,MAIN ST,NEW YORK MARKET AND DELI,FOOD - CLASS 4,,,,1020338,838072,"(41.761137580088, -72.675455746935)"
10501,137482136,150,NEW PARK AV,DUNKIN DONUTS,FOOD - CLASS 3,COFFEE SHOP,,,1011278,834764,"(41.752076167823, -72.708668881369)"
17248,159486084,1429,PARK ST,HOG RIVER BREWING COMPANY LLC,FOOD - CLASS 1,,,,1013011,836701,"(41.757389394254, -72.702313943719)"
10869,306124005,140,WESTON ST,HARTFORD F. L. ROBERTS #06001,FOOD - CLASS 1,,,,1024284,848658,"(41.790178149076, -72.660952618386)"
10879,204425174,704,PARK ST,704 MEAT CENTER INC. DBA LA PLAZA DEL M,FOOD - CLASS 2,GROCERY,SEATING CAPACITY 2,,1016689,837002,"(41.758209064563, -72.68883308652)"
10399,268350014,942,MAIN ST,"CITY STEAM BREWERY, LLC",FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 4,LIQUOR,1021044,840509,"(41.767823679494, -72.672860094432)"
10857,206533005,123,VERNON ST,SMITH HOUSE,FOOD - CLASS 3,,,,1016166,831676,"(41.743594002566, -72.690763317634)"
10769,316695001,131,BRAINARD RD,DUNKIN' DONUTS,FOOD - CLASS 3,DONUT SHOP,SEATING CAPACITY 2,,1024544,829238,"(41.736883574944, -72.660073330241)"
11327,245338094,1,CIVIC CENTER PLAZA,CARVEL ICE CREAM,FOOD - CLASS 2,FOOD SERVICE,,,1020084,840394,"(41.767510385961, -72.676379474519)"
12965,254809239,586,FRANKLIN AV,ALBANIAN AMERICAN HOME OF HARTFORD,FOOD - CLASS 2,PRIVATE CLUB,,,1020678,827644,"(41.732519339508, -72.674243064812)"
11674,244284041,53,ALBANY AV,ALBANY AVENUE SUBWAY,FOOD - CLASS 3,,,,1019538,842820,"(41.774169247977, -72.678373536249)"
17633,263128035,2570,MAIN ST,BAHAVAL FOOD LLC,FOOD - CLASS 1,,,,1021413,848274,"(41.78913199334, -72.671481607333)"
15612,231661052,768,MAPLE AV,LAMBADA,FOOD - CLASS 2,CAFE',,,1017870,830043,"(41.739109200303, -72.684523927234)"
12869,230658128,692,MAPLE AV,SUN SPLASH JAMAICAN RESTAURANT,FOOD - CLASS 4,,,,1018219,830900,"(41.741460325456, -72.683242758358)"
16760,204430213,636,PARK ST,ANGEL SMOKE SHOP LLC,FOOD - CLASS 2,,,,1017080,836987,"(41.758167132003, -72.68740007182)"
10435,283074175,3430,MAIN ST,EPIPHANY,FOOD - CLASS 3,RESTAURANT,SEATING CAPACITY 1,,1023905,851579,"(41.79819518144, -72.662331511211)"
15457,247443023,166,CAPITOL AV,"MAX'S CATERING, LLC",FOOD - CLASS 3/CATERER,,,,1018892,838580,"(41.762534974593, -72.680754232546)"
14296,198216158,719,ALBANY AV,COCONUT CAFE,FOOD - CLASS 4,,,,1016722,844486,"(41.778747142194, -72.68869267752)"
10542,182410002,1250,PARK ST,SAV A LOT #844-5261,FOOD - CLASS 2,GROCERY,,,1014348,837222,"(41.758817035391, -72.697412601793)"
14954,278810101,873,WETHERSFIELD AV,ARENA PATIO RESTAURANT,FOOD - CLASS 4,,,,1021820,827459,"(41.732008821279, -72.670059806891)"
10274,133310071,524,FARMINGTON AV,BURGER KING #849,FOOD - CLASS 4,RESTAURANT,"QFO = HECTOR HINOSTROZA, MGR",SEATING CAPACITY = 72,1011067,840074,"(41.766648567743, -72.709433009922)"
10778,243240132,1695,MAIN ST,WOMEN'S LEAGUE DAY CARE,FOOD - CLASS 3,EARLY CARE IN EDUCATION,,,1019927,844115,"(41.777722181413, -72.676943446501)"
10669,206532002,122,VERNON ST,ALPHA DELTA PHI EATING CLUB,FOOD - CLASS 4,,,,1015773,834446,"(41.751196409258, -72.692196587411)"
11034,242247071,1888,MAIN ST,MAIN WAH KITCHEN,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 20,,1020256,845156,"(41.780578192116, -72.675733984112)"
10992,140588001,495,FLATBUSH AV,WALMART #5095,FOOD - CLASS 4,,,,1009878,830345,"(41.739950879475, -72.713806322841)"
17425,204514006,543,ZION ST,TRINITY MARKET,FOOD - CLASS 2,,,,1015680,836160,"(41.755900280818, -72.692533228209)"
16345,239112045,281,BARBOUR ST,DOLLAR GENERAL STORE 15316,FOOD - CLASS 1,,,,1019577,849731,"(41.793134758673, -72.678209513316)"
12589,134394203,106,SISSON AV,CHICKEN CITY,FOOD - CLASS 3,RESTAURANT,,,1011725,839753,"(41.765766782433, -72.707021642925)"
11725,269077031,100,COLUMBUS BLVD,CONCESSION STAND WEST,FOOD - CLASS 3,FOOD SERVICE,,,1022035,838816,"(41.763175136655, -72.66923323951)"
16716,217106126,214,WESTLAND ST,BLUE FIVE CORNERS LLC,FOOD - CLASS 2,,,,1018652,849223,"(41.79174273545, -72.681603037536)"
10822,268350008,950,MAIN ST,CCC LABORATORY SCHOOL,FOOD - CLASS 1,DAY CARE,SEATING CAPACITY 20,,1021110,840688,"(41.768314742371, -72.672617573453)"
10544,159480014,1615,PARK ST,NEW PARK #1 CHINESE RESTAURANT,FOOD - CLASS 4,RESTAURANT,,,1012229,836659,"(41.757275282474, -72.705180097878)"
10627,134383129,264,SOUTH WHITNEY ST,SO. WHITNEY PIZZA & GRINDER,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 40,LIQUOR,1010720,839856,"(41.766050756097, -72.710705329768)"
15147,245345117,65,PRATT ST,"SUNBERRYS CAFE & CATERING, INC.",FOOD - CLASS 4,,,,1020616,840410,"(41.767553033926, -72.674429307796)"
10839,206533005,300,SUMMIT ST,HAMLIN HALL,FOOD - CLASS 3,,,,1016166,831676,"(41.743594002566, -72.690763317634)"
17793,136386166,56,SOUTH WHITNEY ST,ALLAYA DAYCARE LLC,FOOD - CLASS 3,,,,1011153,837199,"(41.758758658911, -72.709122754697)"
10047,176194074,1291,ALBANY AV,99 CENT PLUS BARGAINS,FOOD - CLASS 1,VARIETY,,,1014505,845470,"(41.78145152992, -72.696818570274)"
10071,201269034,690,ASYLUM AV,THE HARTFORD NORTH PLAZA,FOOD - CLASS 4,FOOD SERVICE,SEATING CAPACITY 5,,1016836,841987,"(41.771888992267, -72.688281266727)"
15634,136378039,9,HEATH ST,LE BIJOU,FOOD - CLASS 4,BAKERY,,,1010658,836409,"(41.756591305116, -72.710938304878)"
11081,188736103,237,WHITE ST,SALMA & SONS DBA WHITE HILL MARKET,FOOD - CLASS 1,GROCERY,,,1014497,828313,"(41.734367922352, -72.696886566553)"
10029,198203065,912,ALBANY AV,ALBANY AVENUE VARIETY,FOOD - CLASS 1,VARIETY,,,1015946,845174,"(41.780636672688, -72.691535993805)"
10231,245344113,280,TRUMBULL ST,EXECUTIVE DINING - 17TH FLOOR,FOOD - CLASS 4,DINING ROOM,,,1020648,840557,"(41.767956365358, -72.674311535849)"
15618,202428090,365,CAPITOL AV,DUNKIN DONUTS,FOOD - CLASS 3,,,,1016999,839013,"(41.763727201204, -72.687691590028)"
10121,128137004,196,BLOOMFIELD AV,UNIVERSITY OF HARTFORD MAGNET SCHOOL,FOOD - CLASS 2,SCHOOL,SEATING CAPACITY 140,,1012146,846838,"(41.785209342361, -72.705465069225)"
17077,204420076,874,PARK ST,SANDWICHON GROCERY 2 LLC,FOOD - CLASS 1,,,,1015850,837040,"(41.758314936747, -72.691908014875)"
16018,221223019,553,ALBANY AV,WINIFER SUPERMARKET,FOOD - CLASS 2,GROCERY,,,1017426,844164,"(41.777862088769, -72.686112499416)"
10309,253672213,371,FRANKLIN AV,ANDREA'S RESTAURANTE,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 82,LIQUOR,1020168,830293,"(41.739790188035, -72.676103225291)"
13784,255795224,615,FRANKLIN AV,THE PLACE TO BE RESTAURANT LLC,FOOD - CLASS 4,RESTAURANT,,,1020574,827212,"(41.731334053321, -72.674625465108)"
13529,218160171,175,NELSON ST,LA CARIBENA GROCERY,FOOD - CLASS 1,,,,1018636,848059,"(41.788548453581, -72.681665086153)"
10089,245340100,185,ASYLUM ST,"MAX DOWNTOWN, LLC",FOOD - CLASS 3,RESTAURANT,SEATING CAPACITY 4,LIQUOR,1020054,840082,"(41.766654242485, -72.676490416085)"
10935,245338094,1,CIVIC CENTER PLAZA,STAND C,FOOD - CLASS 4,SNACK BAR,SEATING CAPACITY 15000,LIQUOR,1020084,840394,"(41.767510385961, -72.676379474519)"
16403,244288091,1331,MAIN ST,1331VARIETY STORE LLC,FOOD - CLASS 1,,,,1020043,842243,"(41.772584640337, -72.676524001841)"
10591,314693002,101,RESERVE RD,"NORTHEAST PRODUCE HARTFORD, LLC.",FOOD - CLASS 1,WHOLESALE,,,1025252,833358,"(41.748187997133, -72.657463127465)"
10653,245345120,208,TRUMBULL ST,"MAX BIBO'S OF TRUMBULL, LLC",FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 37,,1020363,840393,"(41.767506984842, -72.675356766882)"
10872,184504018,151,HILLSIDE AV,TRINITY HILL CARE CENTER,FOOD - CLASS 4,NURSING HOME,SEATING CAPACITY 144,,1014111,833560,"(41.748767861706, -72.698289270647)"
17366,244290104,1214,MAIN ST,DUNKIN DONUTS PARK - VIP CONCESSIONS,FOOD - CLASS 3,,,,1020655,841827,"(41.771441574375, -72.674281797024)"
10467,220227099,179,MATHER ST,KING KONG GROCERY,FOOD - CLASS 2,GROCERY,,,1017896,844980,"(41.780100443451, -72.684387106253)"
14340,231761061,860,MAPLE AV,SUBWAY #21846,FOOD - CLASS 4,QFO = ANTONIO PANAGAKOS,,,1017458,828904,"(41.735984296517, -72.686036593493)"
10353,180412078,69,HAWTHORN ST,PIGGY'S CAFE,FOOD - CLASS 3,CAFE',SEATING CAPACITY 76,LIQUOR,1014522,839093,"(41.7639512873, -72.696770643825)"
17660,133313114,498,FARMINGTON AV,CITY PIZZERIA LLC,FOOD - CLASS 3,,,,1011404,840134,"(41.766812784025, -72.708197602815)"
15670,204536206,617,PARK ST,GRAB AND GO,FOOD - CLASS 1,,,,1017133,836905,"(41.757941995939, -72.687206040311)"
10532,204425174,704,PARK ST,EL TEPEYAC MEXICAN RESTAURANT LLC,FOOD - CLASS 4,RESTAURANT,,,1016689,837002,"(41.758209064563, -72.68883308652)"
10063,270462027,85,ARCH ST,ARCH STREET TAVERN,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY = 120,LIQUOR,1021612,838299,"(41.761757420219, -72.670785433015)"
16970,253675196,381,FRANKLIN AV,PARADISE,FOOD - CLASS 4,,,,1020205,830127,"(41.73933454863, -72.675968176483)"
15025,262123063,2753,MAIN ST,SMOKER'S HOT SPOT,FOOD - CLASS 1,,,,1021765,849018,"(41.791172836758, -72.670188353847)"
15532,251665126,161,FRANKLIN AV,HARTFORD'S PIZZA,FOOD - CLASS 4,,,,1019841,832856,"(41.746824563365, -72.677293470962)"
15866,276688125,634,WETHERSFIELD AV,EVERGREEN GULF LLC,FOOD - CLASS 1,,,,1021530,829901,"(41.738711120578, -72.67111408901)"
15656,114472008,186,PROSPECT AV,BURGER KING 3850,FOOD - CLASS 4,RESTAURANT,,,1009629,834605,"(41.751641832754, -72.714712301179)"
10388,247452211,485,MAIN ST,DUNKIN DONUTS,FOOD - CLASS 3,DONUT SHOP,SEATING CAPACITY 14,,1020538,838394,"(41.762020761705, -72.674721665488)"
17352,244290104,1214,MAIN ST,DUNKIN DONUT PARK - THE FLAMING RAIL,FOOD - CLASS 3,,,,1020655,841827,"(41.771441574375, -72.674281797024)"
14406,283068063,3395,MAIN ST,ALEX  XPRESS FOOD LLC,FOOD - CLASS 1,CONVENIENCE,,,1023696,851409,"(41.797729237923, -72.663098618958)"
10574,245339095,228,PEARL ST,BIN 228,FOOD - CLASS 3,RESTAURANT,SEATING CAPACITY 45,,1019809,840048,"(41.766561505813, -72.677388587415)"
14345,204425174,704,PARK ST,EL AUTENTICO SABOR PERUANO,FOOD - CLASS 4,,,,1016689,837002,"(41.758209064563, -72.68883308652)"
16695,136476006,1951,PARK ST,MILANO GROCERY LLC,FOOD - CLASS 1,,,,1010555,836274,"(41.756220954067, -72.71131602298)"
10531,204425176,686,PARK ST,CARIBE RESTAURANT,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 10,,1016800,837000,"(41.758203359672, -72.688426266201)"
17178,219162159,4,MARTIN ST,ALEGRIA GROCERY,FOOD - CLASS 2,,,,1018828,847044,"(41.785762610639, -72.680964028881)"
15867,269360016,32,FRONT ST,INFINITY HALL HARTFORD,FOOD - CLASS 4,,QFO =,,1021726,838708,"(41.762879542417, -72.670366207813)"
16647,204537221,874,BROAD ST,JJ MINI MARKET LLC,FOOD - CLASS 1,,,,1017210,836749,"(41.757513734236, -72.686924245314)"
10952,245338094,1,CIVIC CENTER PLAZA,COMMISSARY/KITCHEN,FOOD - CLASS 4,CONCESSION,SEATING CAPACITY 500,LIQUOR,1020084,840394,"(41.767510385961, -72.676379474519)"
10860,240119156,45,ACTON ST,PROGRESSIVE COMMUNITY BAPTIST CHURCH,FOOD - CLASS 3,,SEATING CAPACITY =  80,,1020252,848219,"(41.788983875984, -72.675738998524)"
10556,136478147,1851,PARK ST,ABRANTES BAKERY & PASTRY,FOOD - CLASS 3,BAKERY,SEATING CAPACITY 3,,1011053,836384,"(41.756522199118, -72.7094906689)"
11360,242247071,1888,MAIN ST,SAV A LOT #824-5916,FOOD - CLASS 2,FOOD SERVICE,,,1020256,845156,"(41.780578192116, -72.675733984112)"
10300,252670067,335,FRANKLIN AV,MOZZICATO CAFFE,FOOD - CLASS 2,CAFE',SEATING CAPACITY 60,LIQUOR,1020109,830748,"(41.741038978296, -72.676317983973)"
10885,245344112,280,TRUMBULL ST,VITO'S TO GO CAFE & BAKERY,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 160,LIQUOR,1020648,840557,"(41.767956365358, -72.674311535849)"
14046,265247004,555,WINDSOR ST,COMMUNITY RENEWAL TEAM,FOOD - CLASS 4,FOOD SERVICE,QFO = LORRI LENNON,QFO = SCOTT REDMAN,1021206,845367,"(41.781154938493, -72.672250236937)"
10216,245338094,1,CIVIC CENTER PLAZA,COMCAST CLUB,FOOD - CLASS 4,RESTAURANT,,LIQUOR,1020084,840394,"(41.767510385961, -72.676379474519)"
10286,251666049,227,FRANKLIN AV,SOUTH END BAKERY,FOOD - CLASS 4,BAKERY,,,1019947,832049,"(41.744609677313, -72.676907540697)"
10636,268351015,30,STATE HOUSE SQ,THE NATURAL,FOOD - CLASS 3,RESTAURANT,SEATING CAPACITY 3,,1021033,840383,"(41.767477927768, -72.672900828561)"
15422,170027149,615,BLUE HILLS AV,FAMILY DOLLAR STORE #29207,FOOD - CLASS 1,,,,1014826,853570,"(41.803679462701, -72.695622961111)"
10109,239112045,265,BARBOUR ST,CHEONG GARDEN RESTAURANT,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 8,,1019577,849731,"(41.793134758673, -72.678209513316)"
10576,245345116,59,PRATT ST,"VAUGHAN'S PUBLIC HOUSE, LLC",FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 135,LIQUOR,1020657,840400,"(41.767525492748, -72.674279049338)"
10964,245338094,1,CIVIC CENTER PLAZA,BAR 15,FOOD - CLASS 2,CONCESSION,,LIQUOR,1020084,840394,"(41.767510385961, -72.676379474519)"
17579,268344002,22,PRATT ST,GYRO & KABOB HAUS,FOOD - CLASS 3,,,,1020918,840415,"(41.767566025159, -72.673322271929)"
14884,184520050,158,HILLSIDE AV,EL MORRO SUPERMARKET,FOOD - CLASS 4,GROCERY,,,1014210,833420,"(41.74838349917, -72.697926787122)"
16881,175187036,1330,ALBANY AV,SAVE A DOLLAR,FOOD - CLASS 1,,,,1014016,846138,"(41.783285510227, -72.69860999296)"
17265,245339096,241,ASYLUM ST,NY MARKET & DELI,FOOD - CLASS 4,,ALT = MOHAMED MUSAED,,1019753,840300,"(41.767253192262, -72.677593086394)"
