blms_id,blms_parcel,blms_loc_no,blms_loc_street,blms_dba,bldt_lic_text2,bldt_lic_text3,bldt_lic_text6,bldt_lic_text7,xcoord,ycoord,geom
12511,193056071,80,COVENTRY ST,T&J FOOD SERVICES,FOOD - CLASS 4,FOOD SERVICE,,,1016453,851231,"(41.797257695263, -72.689661636045)"
10085,245346125,93,ASYLUM ST,FENG ASIAN BISTRO,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 4,LIQUOR,1020458,840155,"(41.766853622342, -72.675009288772)"
16905,265074019,61,SAVITT WAY,XFINITY THEATRE LOBBY KITCHEN,FOOD - CLASS 3,,,,1022030,845022,"(41.780206093184, -72.669230304122)"
10633,268351016,30,STATE HOUSE SQ,SZECHUAN EXPRESS,FOOD - CLASS 3,,,,1021372,840042,"(41.766541293702, -72.671659314372)"
10983,300817010,185,BRAINARD RD,BEST WESTERN HARTFORD HOTEL & SUITES,FOOD - CLASS 3,HOTEL,SEATING CAPACITY  38,,1024392,828376,"(41.734518426303, -72.660633507254)"
10212,245343109,50,CHURCH ST,HARTFORD STAGE COMPANY,FOOD - CLASS 2,THEATRE,SEATING CAPACITY 489,LIQUOR,1020883,840959,"(41.769058995474, -72.673448802223)"
15298,184519149,307,ZION ST,COMERIO GROCERY,FOOD - CLASS 2,,,,1015256,833872,"(41.749622122453, -72.694092600828)"
10485,187624069,417,NEW BRITAIN AV,PIOLIN RESTAURANT,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY  48,LIQUOR,1014600,830233,"(41.739636793372, -72.696504844761)"
13556,135380126,161,SOUTH WHITNEY ST,ONE STOP CONVENIENCE,FOOD - CLASS 1,,,,1010904,838521,"(41.762386915383, -72.710033132588)"
14488,201269034,690,ASYLUM AV,SAVORY TIME,FOOD - CLASS 3,,,,1016836,841987,"(41.771888992267, -72.688281266727)"
17361,244290104,1214,MAIN ST,DUNKIN DONUTS PARK - STADIUM CLUB CONC.,FOOD - CLASS 3,,,,1020655,841827,"(41.771441574375, -72.674281797024)"
10999,243241116,1631,MAIN ST,PEOPLE'S PLAZA,FOOD - CLASS 4,GROCERY,,,1019928,843697,"(41.776575075018, -72.676941075978)"
16182,198201017,978,ALBANY AV,LA MIRAGE ACT II,FOOD - CLASS 2,,,,1015647,845321,"(41.781040629689, -72.692631881829)"
10655,245346127,150,TRUMBULL ST,TRUMBULL KITCHEN,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 176,,1020325,840070,"(41.766620674324, -72.675497081323)"
10569,136476009,1995,PARK ST,MIBAR CAFE,FOOD - CLASS 2,CAFE',SEATING CAPACITY 156,LIQUOR,1010320,836221,"(41.756075792904, -72.712177380195)"
10581,114471006,214,PROSPECT AV,MCDONALD'S,FOOD - CLASS 3,RESTAURANT,SEATING CAPACITY 85,,1009666,834909,"(41.752476053908, -72.714576249695)"
17313,116474019,341,NEW PARK AV,BANANA BRASIL BUFFET,FOOD - CLASS 4,,,,1009892,832862,"(41.746858242103, -72.713751157227)"
10589,269360012,46,PROSPECT ST,THE HARTFORD CLUB,FOOD - CLASS 4,PRIVATE CLUB,SEATING CAPACITY 800,LIQUOR,1021270,839143,"(41.764074443144, -72.672036175356)"
10115,160488051,122,BARTHOLOMEW AV,BULL PEN CAFE,FOOD - CLASS 4,CAFE',SEATING CAPACITY 74,LIQUOR,1012624,835461,"(41.75398706131, -72.70373475332)"
12893,284120027,3229,MAIN ST,SUNSET CAFE,FOOD - CLASS 3,CAFE',,LIQUOR,1023511,850634,"(41.795602950855, -72.66377991288)"
10495,136480236,4,NEW PARK AV,CAMBRENSE CAFE,FOOD - CLASS 4,CAFE',,,1011938,836496,"(41.756828373895, -72.706246928947)"
13668,253684232,394,FRANKLIN AV,TICO'S PLACE,FOOD - CLASS 4,RESTAURANT,,,1020350,829998,"(41.738980192574, -72.675437299408)"
16199,198216155,677,ALBANY AV,JOANIES RESTAURANT,FOOD - CLASS 4,,,,1016875,844403,"(41.778519069282, -72.688131956599)"
10994,269077031,100,COLUMBUS BLVD,CONNECTICUT CONVENTION CENTER,FOOD - CLASS 4,FOOD SERVICE,,SEATING CAPACITY = 600,1022035,838816,"(41.763175136655, -72.66923323951)"
10033,176200185,1011,ALBANY AV,FIRST WOK KITCHEN,FOOD - CLASS 4,RESTAURANT,,,1015439,845274,"(41.780912025934, -72.693394604806)"
10704,277806190,731,WETHERSFIELD AV,BALTYK EUROPEAN DELI,FOOD - CLASS 4,DELICATESSAN,,,1021555,828880,"(41.735909134438, -72.671025908226)"
17200,136479035,1893,PARK ST,VIDA ACTIVA,FOOD - CLASS 2,,,,1010844,836336,"(41.756390739294, -72.710256736007)"
10141,169011075,691,BLUE HILLS AV,CRAYONS AND NUMBERS DAY CARE,FOOD - CLASS 3,DAY CARE,SEATING CAPACITY  12,,1014744,854538,"(41.806336036313, -72.695921488392)"
10510,116475022,330,NEW PARK AV,BOW TIE CINEMAS PALACE 17 THEATERS,FOOD - CLASS 3,THEATRE,QFO = ANTOINE POTEL,,1010313,833214,"(41.747823736319, -72.712207854903)"
14907,220221071,206,MATHER ST,JENNIFER GROCERY,FOOD - CLASS 4,,,,1017621,845159,"(41.780592235463, -72.685394860224)"
14686,245338094,1,CIVIC CENTER PLAZA,CATERING/EXHIBITION HALL,FOOD - CLASS 3,CATERER,,,1020084,840394,"(41.767510385961, -72.676379474519)"
10385,248461127,250,MAIN ST,"EMKB, INC. DBA MAX BIBO'S ON MAIN",FOOD - CLASS 4,DELICATESSAN,SEATING CAPACITY  30,,1020465,837380,"(41.759238237928, -72.674992459301)"
10468,229548100,24,NEW BRITAIN AV,CHOICE ONE PIZZA,FOOD - CLASS 3,RESTAURANT,,,1017966,832940,"(41.747059208855, -72.684164094747)"
16656,245338101,188,ASYLUM ST,TOASTED,FOOD - CLASS 3,,,,1020235,840668,"(41.768261962796, -72.675825102311)"
10920,134387130,519,FARMINGTON AV,HARTFORD MART,FOOD - CLASS 2,,,,1011176,839874,"(41.766099571794, -72.709033808753)"
10553,136386178,1800,PARK ST,BAIRRADA BAKERY & PASTRY,FOOD - CLASS 3,BAKERY,,,1011262,836532,"(41.756928081457, -72.708724422413)"
15398,225435106,21,OAK ST,CAFE DUMANOIR,FOOD - CLASS 4,,,,1017899,838456,"(41.76219681033, -72.684394267367)"
11042,116474016,355,NEW PARK AV,PHO TUONG LAI,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 80,,1009811,832713,"(41.746449435927, -72.714048205065)"
15291,229576189,455,MAPLE AV,MAPLE MINI MARKET,FOOD - CLASS 2,,,,1018828,832849,"(41.746807632744, -72.681005586468)"
10202,247461223,21,CHARTER OAK AV,CHARTER OAK CULTURAL CENTER,FOOD - CLASS 2,CULTURAL CENTER,SEATING CAPACITY 150,,1020640,837411,"(41.759322891758, -72.674350956889)"
10265,179318017,300,FARMINGTON AV,ISLAND CUISINE,FOOD - CLASS 3,RESTAURANT,,,1013957,840552,"(41.767956121504, -72.698838443743)"
10026,198209112,851,ALBANY AV,BERNICE RESTAURANT,FOOD - CLASS 3,RESTAURANT,SEATING CAPACITY 39,,1016159,844884,"(41.779840437401, -72.69075578563)"
10981,245338094,1,CIVIC CENTER PLAZA,BAR 7,FOOD - CLASS 4,,,,1020084,840394,"(41.767510385961, -72.676379474519)"
13050,136480243,38,NEW PARK AV,EURO MINI MARKET,FOOD - CLASS 2,GROCERY,,,1011817,836149,"(41.755876275496, -72.706691034638)"
17252,274689079,150,LEDYARD ST,"HANGING HILLS BREWING CO., LLC",FOOD - CLASS 2,,,,1021952,831945,"(41.744319383717, -72.669560909942)"
12960,268351015,30,STATE HOUSE SQ,MOE'S SOUTHWEST GRILL,FOOD - CLASS 4,,,,1021033,840383,"(41.767477927768, -72.672900828561)"
10285,252681200,318,FRANKLIN AV,FRANCESCO'S RISTORANTE,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 120,LIQUOR,1020251,830947,"(41.741584759464, -72.675797051274)"
13560,223329029,84,UNION PL,FEDERAL CAFE,FOOD - CLASS 2,,,,1018783,841043,"(41.769294362603, -72.681146562373)"
15232,226440125,426,PARK ST,FAMILY DOLLAR STORE #28966,FOOD - CLASS 1,,,,1018054,836961,"(41.758093789267, -72.683830337522)"
17367,244290104,1214,MAIN ST,DUNKIN DONUTS PARK - STEAKADELPHIA,FOOD - CLASS 3,,,,1020655,841827,"(41.771441574375, -72.674281797024)"
10845,314693002,101,RESERVE RD,TINA ROSE PRODUCE LLC,FOOD - CLASS 1,WHOLESALE,,,1025252,833358,"(41.748187997133, -72.657463127465)"
17143,269346001,777,MAIN ST,BLUE STATE COFFEE,FOOD - CLASS 3,,,,1020853,839832,"(41.765966271898, -72.673562427929)"
11052,112368025,1127,CAPITOL AV,CAPITOL GULF,FOOD - CLASS 1,CONVENIENCE,,,1009576,837558,"(41.759745757771, -72.714902137154)"
17873,246346034,100,PEARL ST,CAFE PEARL,FOOD - CLASS 3,,,,1020512,839930,"(41.766236031288, -72.674812064859)"
10873,250577063,99,FRANKLIN AV,ALPINE CAFE,FOOD - CLASS 2,RESTAURANT,SEATING CAPACITY 2,LIQUOR,1019735,833650,"(41.749003771305, -72.677679468721)"
17726,244290104,1214,MAIN ST,BEAR'S SMOKE HOUSE CONCESSION STAND,FOOD - CLASS 3,,,,1020655,841827,"(41.771441574375, -72.674281797024)"
11095,304074008,3468,MAIN ST,DEL NORTE MEXICAN PRODUCTS,FOOD - CLASS 1,DISTRIBUTOR,,,1024346,851503,"(41.797985379542, -72.660714490844)"
11925,187612066,442,NEW BRITAIN AV,MIRAGE LOUNGE,FOOD - CLASS 1,,,,1014256,830155,"(41.739423316514, -72.697765450885)"
17158,202423076,397,CAPITOL AV,J. G. MINI MARKET,FOOD - CLASS 1,,,,1016718,838997,"(41.763683844317, -72.688721613557)"
16355,265074019,61,SAVITT WAY,THE MEADOWS HOSPITALITY KITCHEN,FOOD - CLASS 4,,,,1022030,845022,"(41.780206093184, -72.669230304122)"
10947,306124007,145,WEST SERVICE RD,MYNX CABARET,FOOD - CLASS 2,JUICE BAR,SEATING CAPACITY 150,LIQUOR,1025296,848694,"(41.790274021504, -72.657241560961)"
17301,233767001,1130,MAPLE AV,BIRDIE CAFE,FOOD - CLASS 4,,,,1016233,825389,"(41.726340490653, -72.690533664291)"
13014,203428200,565,BROAD ST,KITCHEN @ BILLINGS FORGE,FOOD - CLASS 4,,,,1016988,838272,"(41.761693713136, -72.68773386786)"
10694,306124005,140,WESTON ST,SUBWAY,FOOD - CLASS 3,,,,1024284,848658,"(41.790178149076, -72.660952618386)"
15686,220226112,154,MATHER ST,WILLY SUPER DELI #3,FOOD - CLASS 1,,,,1018086,845012,"(41.78018786175, -72.683690411309)"
11059,223330032,177,ALLYN ST,N/V,FOOD - CLASS 2,,,,1019012,840760,"(41.768517229343, -72.680307946136)"
10525,204430213,624,PARK ST,VIVA MEXICO,FOOD - CLASS 2,GROCERY,,,1017080,836987,"(41.758167132003, -72.68740007182)"
10292,251678201,200,FRANKLIN AV,CORNER GRINDER RESTAURANT,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 52,LIQUOR,1020051,832457,"(41.745729105452, -72.67652517853)"
17066,263128044,2370,MAIN ST,ALEX GROCERIES,FOOD - CLASS 3,,,,1020838,847400,"(41.786734925272, -72.673592881759)"
12683,203430219,49,GRAND ST,CHE TANGO CAFE LOUNGE LLC,FOOD - CLASS 1,,,,1017092,837459,"(41.759462408305, -72.687354836571)"
10506,145700006,283,NEWINGTON AV,V.F.W. POST 254,FOOD - CLASS 2,LIQUOR,,,1010691,824540,"(41.724019257165, -72.710837074643)"
10305,252671022,347,FRANKLIN AV,ALLEGRO CAFE,FOOD - CLASS 3,RESTAURANT,SEATING CAPACITY 40,,1020120,830545,"(41.740481861605, -72.676278312014)"
10814,254804228,534,FRANKLIN AV,ITALIAN AMERICAN STARS,FOOD - CLASS 2,SOCIAL CLUB,SEATING CAPACITY 60,LIQUOR,1020569,828336,"(41.734418654668, -72.674640191754)"
15945,229656162,571,MAPLE AV,BRANDON MINI MART,FOOD - CLASS 2,,,,1018517,832047,"(41.744607389226, -72.682147540224)"
15018,185511015,273,HILLSIDE AV,FLATBUSH MARKET,FOOD - CLASS 3,,,,1014041,831997,"(41.744478654574, -72.698549201474)"
11639,244284041,25,ALBANY AV,DUNKIN DONUTS,FOOD - CLASS 3,,,,1019538,842820,"(41.774169247977, -72.678373536249)"
17688,262128112,2790,MAIN ST,KAROBEAN KITCHEN,FOOD - CLASS 4,,,,1022038,849121,"(41.791454798379, -72.669186918641)"
17748,202423075,387,CAPITOL AV,STORY & SOIL COFFEE COMPANY LLC,FOOD - CLASS 2,,,,1016775,839009,"(41.763716664453, -72.688512654166)"
11076,283068063,3397,MAIN ST,LEE FOOD MART,FOOD - CLASS 1,GROCERY,,,1023696,851409,"(41.797729237923, -72.663098618958)"
10679,227543043,297,WASHINGTON ST,J RESTAURANT BAR,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY,LIQUOR,1018232,835142,"(41.75310156481, -72.683183105672)"
16751,183515151,453,ZION ST,LA BARRA GRILL AND RESTAURANT,FOOD - CLASS 4,,,,1015404,835336,"(41.753639491251, -72.693546732524)"
10505,145700007,271,NEWINGTON AV,PRIMAVERA PUB,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 45,LIQUOR,1010782,824598,"(41.72417831365, -72.710503628785)"
10002,299816018,75,AIRPORT RD,DUNKIN' DONUTS,FOOD - CLASS 3,DONUT SHOP,SEATING CAPACITY 14,,1022528,829449,"(41.737468141729, -72.667459001648)"
10186,202428087,335,CAPITOL AV,JAMEAR'S MARKET LLC,FOOD - CLASS 1,CONVENIENCE,,,1017148,838908,"(41.763438755704, -72.687145724252)"
10113,238058028,441,BARBOUR ST,STG SPANISH AMERICAN GROCER,FOOD - CLASS 2,GROCERY,,,1020110,851299,"(41.797436518559, -72.676250051752)"
11361,285074005,2996,MAIN ST,DUNN'S RIVER JAMAICAN RESTAURANT,FOOD - CLASS 4,RESTAURANT,,,1022912,849751,"(41.793181392468, -72.665979726019)"
16361,240127211,2393,MAIN ST,NEW RED STAR CHINESE RESTAURANT,FOOD - CLASS 4,,,,1020759,847541,"(41.787122057442, -72.673882097717)"
17602,152184035,1478,ALBANY AV,BALTIMORE SUPERMARKET,FOOD - CLASS 2,,,,1013321,846361,"(41.783898586768, -72.701157764496)"
17344,244290104,1214,MAIN ST,DUNKIN DONUT PARK - SNO CONE 1,FOOD - CLASS 2,,,,1020655,841827,"(41.771441574375, -72.674281797024)"
16777,252669124,263,FRANKLIN AV,CITY GROCERY,FOOD - CLASS 2,,,,1020007,831570,"(41.743295023159, -72.676689169146)"
10943,245338094,1,CIVIC CENTER PLAZA,STAND 8,FOOD - CLASS 3,SNACK BAR,SEATING CAPACITY = 15000,LIQUOR,1020084,840394,"(41.767510385961, -72.676379474519)"
16427,152185077,1468,ALBANY AV,SCOTT'S MINI MART II,FOOD - CLASS 1,,,,1013416,846335,"(41.783827088187, -72.700809495205)"
13282,200264017,170,SIGOURNEY ST,BOYS & GIRLS CLUB OF HARTFORD,FOOD - CLASS 3,FOOD SERVICE,,,1015580,841661,"(41.770996729808, -72.692886399197)"
17351,244290104,1214,MAIN ST,DUNKIN DONUT PARK - MINI MELTS 1,FOOD - CLASS 2,,,,1020655,841827,"(41.771441574375, -72.674281797024)"
17463,227550168,85,SEYMOUR ST,STARBUCKS COFFEE,FOOD - CLASS 3,,,,1018827,835662,"(41.754527308601, -72.681001019931)"
16120,207644021,145,NEW BRITAIN AV,SAM'S FOOD STORE,FOOD - CLASS 4,,,,1017032,832063,"(41.744654369463, -72.687589030773)"
16908,265074019,61,SAVITT WAY,XFINITY THEATRE SAT B,FOOD - CLASS 3,,,,1022030,845022,"(41.780206093184, -72.669230304122)"
17196,134304055,580,FARMINGTON AV,METRO CAFE,FOOD - CLASS 4,,,,1010348,839958,"(41.766331127794, -72.712068748861)"
10269,134394216,471,FARMINGTON AV,SUBWAY OF HARTFORD,FOOD - CLASS 3,RESTAURANT,SEATING CAPACITY 17,,1011704,839962,"(41.766340364365, -72.707098238567)"
10912,221270038,517,ALBANY AV,MELO MINI MARKET,FOOD - CLASS 2,GROCERY,,,1017625,844087,"(41.77765037457, -72.68538313382)"
10687,229648081,31,WEBSTER ST,WEBSTER THEATRE,FOOD - CLASS 2,THEATRE,SEATING CAPACITY 3,LIQUOR,1018253,831938,"(41.744308827141, -72.683115233449)"
10188,202423073,369,CAPITOL AV,RED ROCK TAVERN,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 4,LIQUOR,1016884,839024,"(41.763757614979, -72.688113084226)"
15583,140588001,539,FLATBUSH AV,DENNY'S RESTAURANT #8810,FOOD - CLASS 3,,,,1009878,830345,"(41.739950879475, -72.713806322841)"
10458,231655015,831,MAPLE AV,HARTFORD FOOD LAND,FOOD - CLASS 4,CONVENIENCE,,,1017408,829238,"(41.736900992262, -72.686218882068)"
17369,244290104,1214,MAIN ST,DUNKIN DONUTS PARK - CATERING KITCHEN,FOOD - CLASS 4,,,,1020655,841827,"(41.771441574375, -72.674281797024)"
10377,276690148,330,LEDYARD ST,T'S CAFE & LOUNGE,FOOD - CLASS 4,,,,1022279,829744,"(41.738278357481, -72.668370297818)"
14222,182410002,1200,PARK ST,FAMILY DOLLAR STORES OF CT #28282,FOOD - CLASS 1,,,,1014348,837222,"(41.758817035391, -72.697412601793)"
15972,134388166,227,SISSON AV,CHRISTINA GROCERY,FOOD - CLASS 2,,,,1011619,839479,"(41.765014995505, -72.707410683444)"
14998,245340100,185,ASYLUM ST,SKY GIFT,FOOD - CLASS 1,,,,1020054,840082,"(41.766654242485, -72.676490416085)"
10644,268355025,400,COLUMBUS BLVD,ON20,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 267,LIQUOR,1021638,840577,"(41.768008813963, -72.670682471208)"
15691,252681199,310,FRANKLIN AV,ONE DIRECTION GROCERY LLC,FOOD - CLASS 2,,,,1020232,831055,"(41.741881187028, -72.67586633068)"
16958,226537059,513,PARK ST,SANDOVAL GROCERY LLC,FOOD - CLASS 2,,,,1017673,836880,"(41.75787229521, -72.68522696112)"
10201,112369100,1081,CAPITOL AV,ALL STAR GROCERY,FOOD - CLASS 4,,,,1010025,837633,"(41.759951066115, -72.713256349661)"
16205,270360034,25,FRONT ST,BEAR'S SMOKE HOUSE,FOOD - CLASS 4,,,,1021618,838557,"(41.76246542901, -72.670762574101)"
17792,195101001,280,TOWER AV,THE TAVERN AT KENEY PARK,FOOD - CLASS 4,,,,1021191,853987,"(41.804810463404, -72.672276806059)"
14768,245338094,1,CIVIC CENTER PLAZA,CM CONCESSIONS LLC,FOOD - CLASS 2,CONCESSION,,,1020084,840394,"(41.767510385961, -72.676379474519)"
15174,245344114,242,TRUMBULL ST,NEW YORK DELI & MORE,FOOD - CLASS 3,,,,1020385,840530,"(41.767882898282, -72.675275688942)"
17270,253803274,476,FRANKLIN AV,THE ROCKIN CHICKEN LLC,FOOD - CLASS 4,,,,1020503,828976,"(41.736175161214, -72.674879960668)"
10138,170024161,651,BLUE HILLS AV,WEI MEI CHINESE RESTAURANT,FOOD - CLASS 4,RESTAURANT,,,1014781,853973,"(41.804785473048, -72.695787079065)"
10123,125001001,200,BLOOMFIELD AV,UNIV OF HARTFORD/ 1877 CLUB,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 125,,1009980,850173,"(41.794364237674, -72.71340181704)"
17674,294572078,140,HUYSHOPE AV SUITE 601,EATS 2 GO,FOOD - CLASS 4,,,,1023601,836227,"(41.756066040538, -72.663502748726)"
14970,169014057,675,BLUE HILLS AV,ISLAND VIBES & GRILL,FOOD - CLASS 4,RESTAURANT,,,1014769,854333,"(41.805773422826, -72.695830264162)"
10462,210754080,939,MAPLE AV,FIRST & LAST TAVERN INC.,FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 75,LIQUOR,1016999,828167,"(41.733962671357, -72.687720242993)"
10689,229576110,120,WEBSTER ST,"VICTORIA'S MARKET, LLC",FOOD - CLASS 3,GROCERY,,,1018281,832998,"(41.747217712816, -72.683009621627)"
15435,287074001,265,REV MOODY OVPS,RD AMERICA LLC,FOOD - CLASS 3,,,,1022723,846153,"(41.78330804995, -72.66668552718)"
10129,125001001,200,BLOOMFIELD AV,LINCOLN THEATRE,FOOD - CLASS 2,,,,1009980,850173,"(41.794364237674, -72.71340181704)"
16109,268355025,1,CONSTITUTION PLZ,NEW YORK DELI & MARKET,FOOD - CLASS 3,,,,1021638,840577,"(41.768008813963, -72.670682471208)"
10455,210763201,944,MAPLE AV,STAIRWAY THRU HEAVEN,FOOD - CLASS 1,GIFT SHOP,,,1017072,827991,"(41.733479529682, -72.687453258024)"
12227,221227039,500,ALBANY AV,ARROW PRESCRIPTION CENTER #11,FOOD - CLASS 1,,,,1017736,844173,"(41.777886152551, -72.684975947551)"
15116,270360034,91,COLUMBUS BLVD,SPOTLIGHT THEATRES FRONT STREET LLC,FOOD - CLASS 4,,,,1021618,838557,"(41.76246542901, -72.670762574101)"
10876,120587040,914,NEW BRITAIN AV,BURGER KING #6807,FOOD - CLASS 4,RESTAURANT,"QFO:MARTHAANN G. HOFFMAN, MGR",QFO: JERMAINE D. TORRUELLA,1009647,827315,"(41.731635926333, -72.714657263122)"
15019,176194074,1291,ALBANY AV,BRAVO SUPERMARKET,FOOD - CLASS 2,GROCERY,,,1014505,845470,"(41.78145152992, -72.696818570274)"
11019,140588001,523,FLATBUSH AV,POPEYE'S CHICKEN & BISCUITS,FOOD - CLASS 3,FOOD SERVICE,,,1009878,830345,"(41.739950879475, -72.713806322841)"
17088,240127211,2383,MAIN ST,SUPER DELI ON MAIN LLC,FOOD - CLASS 4,,,,1020759,847541,"(41.787122057442, -72.673882097717)"
10751,184521073,243,ZION ST,"TRINITY RESTAURANT, LLC",FOOD - CLASS 4,RESTAURANT,SEATING CAPACITY 70,,1015225,833218,"(41.747827413978, -72.694207751127)"
10322,253788055,467,FRANKLIN AV,SUBWAY,FOOD - CLASS 3,RESTAURANT,,SEATING CAPACITY = 8,1020328,829090,"(41.736488425852, -72.675520775062)"
17360,244290104,1214,MAIN ST,DUNKIN DONUTS PARK - BBQ (AREA 6),FOOD - CLASS 3,,,,1020655,841827,"(41.771441574375, -72.674281797024)"
17377,113471009,310,PROSPECT AV,HAN RESTUARANT,FOOD - CLASS 4,,,,1009673,836016,"(41.755513967166, -72.714548931911)"
10648,206533005,103,VERNON ST,KOEPPLE BISTRO,FOOD - CLASS 3,CAFETERIA,SEATING CAPACITY = 80,,1016166,831676,"(41.743594002566, -72.690763317634)"
16240,219220141,20,GREENFIELD ST,MY FOOD MARKET,FOOD - CLASS 2,,,,1017817,846190,"(41.783421167033, -72.684673394139)"
17637,118585004,145,NEWFIELD AV,FAVELA 62 LLC,FOOD - CLASS 4,,,,1009618,829208,"(41.736830912373, -72.714760679021)"
10642,268355025,1,STATE ST,ONE STATE STREET CAFE,FOOD - CLASS 4,CAFETERIA,SEATING CAPACITY 300,,1021638,840577,"(41.768008813963, -72.670682471208)"
17372,244290104,1214,MAIN ST,DUNKIN DONUTS PARK - GRAZING GOAT,FOOD - CLASS 3,,,,1020655,841827,"(41.771441574375, -72.674281797024)"
16489,262123063,2751,MAIN ST,SHAN'S GROCERY STORE,FOOD - CLASS 1,,,,1021765,849018,"(41.791172836758, -72.670188353847)"
10979,263128044,2374,MAIN ST,HOT POTS,FOOD - CLASS 4,RESTAURANT,,,1020838,847400,"(41.786734925272, -72.673592881759)"
17104,170024162,657,BLUE HILLS AV,TASTE AND TELL SOULFOOD & CATERING LLC,FOOD - CLASS 3,,,,1014799,854078,"(41.805073588435, -72.695720817917)"
11094,245345120,93,PRATT ST,EDIBLE ARRANGEMENTS,FOOD - CLASS 2,GIFT SHOP,,,1020363,840393,"(41.767506984842, -72.675356766882)"
10298,251679240,262,FRANKLIN AV,BARRANQUITAS MINI BAKERY,FOOD - CLASS 3,BAKERY,,,1020145,831727,"(41.743725554262, -72.676183010011)"
12702,176197138,1098,ALBANY AV,BRIGHTER DAY GROCERY,FOOD - CLASS 1,GROCERY,,,1015113,845577,"(41.781744118135, -72.694589135259)"
15281,252669117,301,FRANKLIN AV,PANADERIA PAN DEL SINAI,FOOD - CLASS 4,,,,1020064,831132,"(41.742092891776, -72.67648167238)"
17566,240161038,125,BARBOUR ST,MAXWELL'S CORNER,FOOD - CLASS 2,,,,1019441,848196,"(41.78892263251, -72.678712880365)"
15297,276802045,681,WETHERSFIELD AV,CASONA,FOOD - CLASS 4,,,,1021462,829347,"(41.73719095263, -72.67136508753)"
11086,245345115,31,PRATT ST,THE SOCIETY ROOM OF HARTFORD,FOOD - CLASS 4,RESTAURANT,,,1020753,840384,"(41.767481353064, -72.67392720123)"
14288,202428087,335,CAPITOL AV,CAPITOL SUBS LLC,FOOD - CLASS 4,RESTAURANT,,,1017148,838908,"(41.763438755704, -72.687145724252)"
10954,245338094,1,CIVIC CENTER PLAZA,BAR 2,FOOD - CLASS 2,CONCESSION,,LIQUOR,1020084,840394,"(41.767510385961, -72.676379474519)"
17656,333077003,20,LINDBERGH DR,THE FLYING MONKEY GRILL,FOOD - CLASS 4,,,,1027172,832194,"(41.744987790349, -72.650432138265)"
16800,269077023,250,COLUMBUS BLVD,FROYO WORLD (FROZEN YOGURT),FOOD - CLASS 2,,,,1022211,839495,"(41.765038047413, -72.668585787325)"
10181,218159133,218,CAPEN ST,JOHNSON FISH MARKET,FOOD - CLASS 4,FISH MARKET,,,1018287,847208,"(41.786213838561, -72.682947228124)"
10053,175187035,1344,ALBANY AV,SCOTT'S JAMAICAN BAKERY,FOOD - CLASS 4,BAKERY,,,1013947,846175,"(41.783387160104, -72.698862902303)"
10357,183502008,73,HILLSIDE AV,FIDA'S MINI MARKET,FOOD - CLASS 4,,,,1014208,834526,"(41.751418682034, -72.697931675216)"
16178,229666223,616,MAPLE AV,CIALES GROCERY,FOOD - CLASS 4,,,,1018529,831767,"(41.743838962991, -72.682104374497)"
10961,245338094,1,CIVIC CENTER PLAZA,BAR 11,FOOD - CLASS 2,CONCESSION,,LIQUOR,1020084,840394,"(41.767510385961, -72.676379474519)"
17285,229656158,611,MAPLE AV,SAM'S FOOD STORE,FOOD - CLASS 3,,,,1018408,831809,"(41.743954482977, -72.682547633561)"
15167,202417036,461,CAPITOL AV,SOUP 'R SANDWICH,FOOD - CLASS 3,,,,1016083,838923,"(41.763481979654, -72.691049335717)"
11029,201269034,690,ASYLUM AV,THE HARTFORD INSURANCE COFFEE KIOSK,FOOD - CLASS 2,COFFEE SHOP,,,1016836,841987,"(41.771888992267, -72.688281266727)"
15533,229656158,611,MAPLE AV,SAM'S FOOD STORE,FOOD - CLASS 2,,,,1018408,831809,"(41.743954482977, -72.682547633561)"
17531,297690002,151,MEADOW ST,VANISH BAR & GRILLE,FOOD - CLASS 3,,,,1023048,831775,"(41.74384998487, -72.665545430508)"
14825,177251001,255,HOMESTEAD AV,LA COCINA,FOOD - CLASS 4,,,,1014387,844319,"(41.778293078534, -72.697253782883)"
15262,226440125,426,PARK ST,FAMILY DOLLAR,FOOD - CLASS 1,,,,1018054,836961,"(41.758093789267, -72.683830337522)"
17671,152184031,1510,ALBANY AV,CITY GAS FOOD MART,FOOD - CLASS 1,,,,1012964,846570,"(41.784472684703, -72.702466304126)"
10875,229648096,35,NEW BRITAIN AV,GORSKI'S SAUSAGE & MEAT,FOOD - CLASS 3,MEAT PROCESS,,,1017884,832741,"(41.746513265957, -72.684465133796)"
16565,204540229,1022,BROAD ST,SALCEDO GROCERY,FOOD - CLASS 2,,,,1017213,836038,"(41.755562544531, -72.686915152566)"
